,Tweets,label
46,I have called on govt of Punjab to immediately provide flood assistance to ppl in the devasted areas of South Punjab & in the affected areas of Mianwali distt. I have also asked the KP govt to immed provide flood relief to the ppl in affected areas of Balochistan.,political
47,"Your Zakat enables us to transform lives. Together, we can  & make a difference that will last a lifetime. This Ramazan, give your  & donations to Shaukat Khanum Hospitals for the treatment of deserving cancer patients. Visit ",political
48,Had an excellent meeting with Allama Raja Nasir & MWM delegation yesterday. All misunderstandings were cleared & they reiterated their commitment to our struggle for Haqeeqi Azadi. I assured them we would resolve any problems they may face in KP & Punjab.,political
49,But all this is doing is stoking a dangerous slide into anarchy by pitting the people against the govt. ,political
50,"Since our long march for real freedom has started again, I have instructed all my workers to end the road blockades immediately.",political
51,This video tells the whole truth of Sharif mafia. Those that cannot be bought must be destroyed.,political
52,The fascist-imported government has today taken a new debasement by stopping the live telecast of my address on TV and temporarily shutting down YouTube during my speech at Liaquat Bagh. All this was done even after constant threats to the journalists and suspension of broadcasting of the channels.,political
53,I would like to warn our nation about a very unusual campaign of crackdown by the imported government and state machinery against these media houses and journalists who spread PTI and my narrative to the public.,political
54,"This was our second jalsa in Faisalabad in the last two months. This was even bigger than the first one. MashaAllah, Pakistan has changed and evolved politically. Only politically aware nations break the shackles of mental and physical slavery.",political
55,False statements should be obtained against them in the same way as they are doing against social media workers. All this is completely unacceptable. We will take all possible legal and political measures not only against the violence on Shahbazgil but also to remedy every extra-constitutional and legal action taken against us.,political
56,"On the occasion of the demise of General (R) Pervez Musharraf, my prayers and sympathies are with his family. May Allah give them strength and power to bear the burden of this trauma.",political
57,"The yearning among our youth for real freedom is what I always prayed to the Almighty to make my nation familiar with it one day! Nations whose youths value freedom more than their lives, truly achieve feats.",political
58,"Now the Kings of Crime, Zardari & SS having gotten their NRO2 are using their salvaged looted money to purchase Punjab MPAs making a mockery of laws & desecrating our Constitution.I am asking ppl of Pak that just as they came out & thwarted plan to steal Punjab election on 17July",political
59,Bhakkar jalsa was biggest in its history and such a huge gathering is simply unimaginable for a bye election. Pakistan InshaAllah is about to wittness a revolution through the ballot box. ,political
60,"With complete absence of a coherent counter-terrorism policy + concentration of intelligence resources on production of nonsense and fake audios/videos, we are witnessing an alarming rise in terrorism and our security personnel as special targets. We strongly condemn these acts of terrorism + threats.",political
61,"The manner in which Senator Swati is being targeted for revenge is very sad and condemnable. Due to severe chest pain and difficulty in breathing, she was shifted to the hospital early in the morning. The results of her tests were yet to come.",political
62,"I am saddened by the passing away of Zia Muhyiddin. I have known him for decades. He was a well-educated and well-educated personality, especially in Urdu literature, who was an institution in the world of entertainment. He will remain a part of our memories. My prayers and Sympathies are with his family",political
63,Total mismanagement of our economy by a corrupt & incompetent imported govt has crushed masses & salaried class with latest hike in petrol & diesel prices & Rs33/$ devaluation to Rs262.6/$. Elec & gas price hike & 35% unprecedented inflation expected with Rs200bn mini budget.,political
64,"In Ravi city, RUDA successfully conducted tests to convert toxic waste water into water fit for aquatic life. These treatment plants shall be the first of their kind on municipal level to convert Ravi into fresh perennial body.",political
65,Amazing turnout in Bahawalpur last night at my Haqiqi Azadi jalsa. Women participation was unprecedented despite the hot and humid conditions. And what stood out was the high level of understanding of all current issues by the record crowd. Thank you Bahawalpur.,political
66,I pay tribute to our judges of SC for standing firm despite all kinds of threats + insults and ensuring the supremacy of the constitution and law. I am also grateful to Barrister Ali Zafar + his team. Punjab also deserves praise and thanks for coming out against the extraordinary number of rigging during the by-elections!,political
67,The reprehensible arrest of Lt. Gen. (retd) Amjad Shoaib shows that democracy and freedom in Pakistan is being completely destroyed to protect the brutal regime of criminals born from the conspiracies of the government.,political
68,"I do not accept this imported government imposed on the nation through conspiracy and horse trading. In 10 months, this government has destroyed the economy, killed democracy through bare fascism, destroyed the rule of law and fundamental rights.",political
69,"If anyone wants to understand why Pakistan's economy is now a disaster, just 2 incidents provide the answer. 75 year old Senator Azam Swati has been subjected to custodial torture, beaten up in front of his grandchildren, his house vandalised & sealed, & he is being dragged from",political
70,"This is a message to my team when they contest the Punjab bye elections on Sunday against PMLN, the state machinery, the biased Election Commission plus Mr X and Mr Y. ",political
71,Even my parked car with no one inside was attacked with windows smashed. This is pure fascism being carried out at behest of IG Islamabad backed by the Neutrals to create terror in ordinary citizens who support PTI.,political
72,Imported government has brought censorship and harassment of media + journalists to the level of fascism. Now Bol is suspended simply because it gave us coverage. Message to all media houses to remove the largest + most popular national political party from the mainstream media. This is acceptable. Is,political
73,I am appealing to the CJP to take notice of this letter's content. Already Senator Swati continues to suffer the worst form of human rights abuses sadly without any intervention from our honourable Judiciary.,political
74,"I want to first thank our PTI workers & voters of Punjab for defeating not just PMLN candidates but the entire state machinery, esp harassment by police, & a totally biased ECP. Thank you to all our Allies, PMLQ, MWM & Sunni Ittehad Council.",political
75,"ABA number for wire transfers is 113024009.Along with the newly established foundation, we will also continue to receive donations in the accounts opened by the Chief Ministers of Punjab + Pakhtunkhwa. The details of the various ways you can donate are listed below:",political
76,I am saddened to learn of the martyrdom of Brigadier Mustafa Kamal Barki in a terrorist attack. My prayers and sympathies are with his family.,political
77,"In any civilized country, these two shameless people would have been jailed not only for lying so brazenly, but for openly insulting the wisdom and intelligence of the nation. By itself, that's all there is to see.",political
78,"Everyone must turnout to vote in all the constituencies where bye elections are being held today. This is a referendum for Haqiqi Azadi from the cabal of crooks. We are contesting against all of PDM, the Election Commission and ""namaloom afraad"".",political
79,"This is what the corrupt & murderous cabal of crooks have wrought on the nation. They have violated our Constitution, fundamental rights & rule of law. Innocent, unarmed PTI workers, incl women, were targets of police violence & brutality with one worker murdered while in custody",political
80,"Tomorrow afternoon I am starting my election campaign with a rally. In KP and Punjab we will mobilize the people for a record turnout in this election, God willing, which will be historic in every sense.",political
81,"Am grateful to masses that came when I went for my court  appearance. Everyone knows ruling cabal of crooks has only one aim, to jail me any which way till elections are over.  Already 96 cases on me & am sure after my appearance today I will hit my first century of court cases.",political
82,I extend my heartiest congratulations to His Excellency Mr. Prince Karim Aga Khan IV on his birthday.,political
83,Workers and leadership of Pakistan Tehreek-e-Insaf broke the chains of fear in Peshawar and marched on foot under Jail Bharu Movement!,political
84,"In the same way, the right to criticize, which was considered as their basic right in the whole civilized world, is considered as their greatest crime. They should be released immediately! It is a pity that our justice system is completely unwilling and ready to stop the repeated violations of Swati's basic rights!",political
85,But the Kashmiris' spirit of resistance became stronger & it continues to strengthen. The selective morality of the international community & silence against India's brazen violations of all int laws & UN SC resolutions is condemnable.,political
86,"Despite threats and harassment, our workers junoon (passion) remains as strong as ever as I witnessed in Islamabad today.",political
87,Strongly condemn the terrorist attack on the police station. My condolences & prayers go to the families of the martyrs. The KP govt & its police force are in the frontline of fighting terrorism & must be a central part of any counter terrorism policy.,political
88,"ABA number for wire transfer 113024009In addition to the newly established foundation, we will continue to receive funds into accounts set up by respective CMs of Punjab & Khyber Pakhtunkhwa. The several ways in which you can donate are outlined here: ",political
89,I strongly condemn the arrest of Sheikh Rasheed. Such a bigoted + vengeful caretaker government appointed by the disgraceful ECP has never been imposed on us before in history. The question is whether Pakistan can afford this public movement towards which we are being pushed at a time when the import government has paid off our debt?,political
90,"Clearly ""arrest"" claim was mere drama because real intent is to abduct & assassinate. From tear gas & water cannons, they have now resorted to live firing. I signed a surety bond last evening, but the DIG refused to even entertain it. There is no doubt of their mala fide intent.",political
91,"in terms of growth rate (6%), industry, agriculture, employment, construction, exports, remittances & tax collection - at an all time high. Now Pakistan faces unprecedented inflation hitting everyone, unemployment, food insecurity & Rupee in freefall.",political
92,Saddened to know about the demise of Akbar Liaquat Ali Khan. My prayers and sympathies are with his family.,political
93,"security forces of a 'friendly' Afghan govt. While our soldiers, police & local ppl are giving daily sacrifices wirh their lives, the worst part is that this increasing terrorist threat & attacks from across our Western border are finding no space in the discourse of this govt",political
94,Tomorrow in Gujranwala will be the last meeting of the current phase of our real freedom movement. In this meeting I will announce my most important next step. The import government + its patrons are fed up with the fact that the nation is standing so steadfastly with the PTI and are heading towards a depressing minus one.,political
95,"Question for Shahbaz Sharif: Are you, out of PTI-fear, responsible for media gags on us, threat & violence against journalists & fake cases against them, forcing blackout of PTI & myself from TV & YouTube & the callous act of trying to blackout my flood relief telethon?",political
96,I want to thank the LHCBA for their unanimous resolution in support of the Constitution & elections in 90 days & their condemnation of the excessive use of force & siege of  Zaman Park. I also want to thank the lawyers who walked to Zaman Park to show solidarity with us.,political
97,I had discovered the assassination plot hatched against me almost two months ago & exposed it in RYK 24th  Sept & Mianwali 7th Oct public rallies. Wazirabad assassination attempt followed the script.,political
98,I strongly condemn the attack on Tehreek-e-Insaaf Karachi President Bilal Ghaffar by the thugs of PPP under the leadership of Sindh Assembly member Saleem Baloch. I am surprised that the police have not yet registered a case against the attackers even though many of them (policemen) are eyewitnesses to the murderous attack on Bilal.,political
99,"Facing attacks. Second: This is against the group of criminals who sent out billions of rupees through money laundering and crushed the people, especially the poor and the middle class, under the burden of rising inflation and unemployment, who entrusted the nation with the worst economic disaster. What did",political
100,"Others like Imran Riaz, Sami Ibrahim, Ayaz Amir have suffered threats, violent attacks & arrest. In my mass public campaign across Pak from next week, I will take up issue of media freedom & freedom of expression. If we allow these terror tactics, designed simply to target PTI",political
101,Establish a strong government through elections and introduce concrete structural reforms to rid Pakistan of the quagmire of crises into which the imported government and its patrons have pushed the country.,political
102,to target me & PTI by forcibly getting false statements against us similar to what they have been doing against social media activists.This is absolutely unacceptable. We will take all legal & pol actions to counter not only this torture being inflicted upon Shahbaz Gill,political
103,Tomorrow our Gujranwala jalsa will be  last of our present phase of Haqiqi Azadi Movement. I will announce the next critical phase at the jalsa. Imported govt & its handlers are so petrified that nation is standing firmly behind PTI they are desperately moving on Minus 1 formula,political
104,Charsadda jalsa today where once again a sea of people responded to my   Haqiqi Azadi Tehreek. What is beyond any doubt is that Pakistan is witnessing a revolution unfolding. We should all ensure it is peaceful and through the ballot box.,political
105,what can be done These people have been returning to Pakistan for the past 30 years and are responsible for the current economic crisis. The cunning with which these thieves are trying to sell our national assets should not be allowed. The nation will never trust them with their national assets.,political
106,The news of the disappearance of the Army Aviation helicopter is disturbing and I pray for all those on board.,political
107,"Our worker from Gujrat Usman Jaura saved this lady from direct firing of the bloodthirsty brutal Rangers & Punjab police. In the face of the violence unleashed on us, we saw the spirit of commitment & the passion of our workers like Usman.",political
108,"Complete breakdown of Rule of Law under cabal of crooks reflected in ICT police picking up 3 kids, 12 yr Asad, 13 yr Usman & 14 yr Saqib, as PTI ""terrorists"". Now they have been sent on judicial remand violating our law for Juveniles. Request CJ IHC to intervene & set them free.",political
109,I strongly condemn today's suicide terrorist attack in Islamabad and salute the brave police officer who was martyred while saving lives and preventing major destruction. is a reflection of,political
110,"Let the nefarious ambitions fail. Now after taking NRO2, the king of crime Zardari + Shehbaz are busy making a mockery of the law and violating the constitution by using the looted wealth to buy MPAs.",political
111,"I urge people in Karachi, Hyderabad and Dadu to come out and vote. Their vote today is essential if they want to change their lives.",political
112,"This shows how petrified they are of our rising popularity amongst the nation. Also, they know no one trusts them with their money given their record of loot & plunder. So they sought to deny fundraising to aid flood victims just to get at me & my Party. Unbelievable callousness.",political
113,"I am grateful to Pakistanis at home + abroad for donating Rs.2.3 billion in response to my telethon. Those who have to submit donations as per my announcement, please do so. My team is working to help those overseas Pakistanis who are sending large sums of money (c ) Pending 501 3 Exemption",political
114,Alipur jalsa despite oppressive humid conditions was massive. The passion in bye elections is even more than what I witnessed in 2018 general elections. I want to thank all our ppl who are coming out in Punjab to show support wherever our jalsas are held despite humidity & rain.,political
115,"Despite all the challenges faced by the construction industry and difficulties in importing cancer equipment, Shaukat Khanum Karachi is ready for inauguration later this year, Masha Allah. It will be decorated with instruments.",political
116,Descending into a banana republic. The civilised world will be shocked at our levels of barbarism. The worst part is an easy target has been chosen to make an example of through torture & without a fair trial.,political
117,My message to my nation!,political
118,"In view of the public acceptance of the importation of criminals imposed under the government's plan to replace foreign blessings, the government is using media and fear (weapon) to terrorize the people. But it has been successful in destabilizing the country. The only solution is free and transparent elections.",political
119,Rangers in Zaman Park are firing straight shots at innocent and innocent citizens as if an enemy is on their target in the battlefield!,political
120,Wishing our Hindu community a very happy Holi.,political
121,"& barge into the house heavily armed. Worse, they did this after I left to present myself before Islamabad court, & Bushra bibi, a totally private non political person, was alone in house. This is a total violation of the Islamic principle of sanctity of chadar & char diwari.",political
122,"If there is still any ambiguity in anyone's mind as to who was responsible for the murderous attack on me, let them see the status of the JIT report submitted to the Anti-Terrorism Court. Attempts are being made to distort the JIT investigation and findings by deliberately altering the contents of this report.",political
123,I strongly condemn yesterday's terrorist attack on Karachi Police Office. Once again our brave police have been targeted. The sudden rise in terrorism especially in urban centers shows the failure of intelligence and the lack of a clear proactive counter-terrorism strategy by the state.,political
124,"& through NAB law amends opened the doors for all white collar criminals to plunder. How was it the ""best of times""? It was the first time I have seen Pakistanis become a nation. Despite all parties combining together against PTI, supported by ECP & Establishment, PTI through",political
125,Saddened to know about the demise of renowned actor Qavi Khan. My prayers and sympathies are with his family.,political
126,"We know your cabal of crooks & handlers are petrified of PTI popularity. But if you are not responsible for violating our constitutional rights & int commitments on freedom of press & speech, then it is your responsibility to inform nation who is responsible for these actions?",political
127,"I strongly condemn the brutal and illegal abduction of Shahbaz Gul's deputy Izhar's wife, who is now imprisoned in the women's police station, after Imad Yusuf was picked up late at night. I would like to ask our legal community whether the fundamental rights are no more. Suffering a terrible fate in Punjab",political
128,"I strongly condemn the arbitrary arrest of  by Punjab police tonight. The country is descending into fascism just to make our nation accept an Imported Govt comprising of mega crooks. It is time for everyone, esp the media, to unite & stand up against this fascism.",political
129,Congratulations to Ishtiaq A Khan for being elected as President LHCBA and Sabahat Rizvi as Secy LHCBA standing on a PTI-supported panel. The LHCBA is one of the largest bar associations in Asia and Sabahat Rizvi is the first woman to win election to post of Secy LHCBA.,political
130,"I want to thank the people of Pakistan, especially our Overseas Pakistanis, for donating so generously last night. In the three hours of our Telethon we had pledges of Rs. 5 billion.",political
131,"PDM has virtually slaughtered the rupee in 11 months with a devaluation of over 62% or Rs 110 against the dollar. This has led to an increase in debt of Rs 14.3 trillion, inflation (31.5%) has reached a 75-year high. imposed on the nation",political
132,"By not following the order of the Islamabad High Court regarding the holding of local body elections in Islamabad today, the ECP has once again proved that it is the B-team of the imported government and its patrons. Is",political
133,"I strongly condemn the violence against senior journalist Ayaz Ameer today in Lahore. With the violence against citizens, journalists and opposition politicians and with fake papers, Pakistan is descending into the worst quagmire of fascism. When the state loses its moral supremacy, it descends into violence. Is.",political
134,"I am delighted to announce that Shaukat Khanum has become only the second organisation in the world to be awarded full Enterprise Accreditation by the Joint Commission International. After a gruelling three-week survey in Aug/Sept 2022, our hospitals in Lahore & Peshawar,",political
135,Our Health card was not just to provide a safety net to the vast majority of our pop but also a plan to set up a network of health facilities across Pak esp in rural areas where because of a lack of purchasing power the private sector until now was not willing to set up hospitals,political
136,"These verses refer to those human societies that make excuses and justifications for neutrality in the face of injustice, and in view of their moral decline, they cannot even ask for any kind of blessings from the Lord, because the Creator of the Universe has said in the Great Qur'an.""Command with grace and forbid the evil.""",political
137,"On behalf of Pakistan, I would like to apologize to Azam Swati's house-bound, completely non-public and adoring wife for having to bear the burden of this agony, torture and humiliation.",political
138,I am very surprised and saddened by the speed with which we are becoming a fascist state and not a republic. How can one not feel the agony that Senator Swati went through after the video of himself and his conservative wife being sent to his family for the purpose of torture and blackmail in custody.,political
139,"Strongly condemn the custodial torture that is being done on our workers & ldrs including Amjad Niazi, & now, from what I have learnt, on Hassaan Niazi who was first abducted, immed after he got bail, &  then named falsely in another FIR.  Shameful fascism & law of the jungle.",political
140,"In the video, Ali Bilal, fondly called as Zil Shah, can clearly be seen alive during the transfer to the police station. So he was killed in police custody. The current government and the Punjab police are ready for such brutality and bloodshed!",political
141,A committee will be formed under the leadership of Sania Nishtar. Let me make it clear that our real freedom movement will continue along with our flood relief work.,political
142,the humiliation of slavery; And the answer to the question of why my parents' generation always made us realize how lucky we were to be born in a free country.,political
143,"I want to thank the workers of Tehreek-e-Insaf for welcoming our late exemplar today in Islamabad. Despite the threats and the endless fear, the passion of our workers is as extraordinary and energetic as I witnessed today in Islamabad.",political
144,"Our Sehat Card appreciated in Lancet, one of the world's most prestigious medical journals, as “a substantial achievement much richer countries couldn't achieve”. This is one of my Govt's greatest achievements on the path to making Pak a welfare state.",political
145,Strongly condemn the torture being inflicted on Shahbaz Gill. Under what law & under who's orders is this being done? If he broke any law then he shd be given a fair hearing. But just to salvage Imported govt of crooks the Constitution & all laws are being violated with impunity.,political
146,"is responsible for the bugging & who is leaking out the audios many of which are edited/doctored. This is critical bec sensitive security issues are & have been illegally recorded & subsequently hacked, implying confidentiality of Pak's national security has been exposed globally",political
147,"People of Kufa, despite knowing our beloved Prophet(PBUH)'s Grandson was on the path of truth, did not come to help out of fear of Yazid & allowed the greatest tragedy of Islam to happen. Every era has its Yazids. Pakistan is facing Yazidiyat (fascism) today in the form of",political
148,"The hospital will be opened, God willing. We need your support for the timely completion of the project so that we can provide quality cancer treatment facilities to the people of Karachi, Inner Sindh and Balochistan. I am confident that I can depend on the people of Pakistan to complete the hospital as always.",political
149,"The AudioLeaks are a serious breach of national security as they call into question the entire security of the PMO, PMH. As PM my secure line at my residence was also bugged. We intend to go to Court to estab authenticity of Leaks & then form JIT to investigate which Intel agency",political
150,Congratulations to Gen Sahir Shamshad Mirza as new CJCSC & Gen   Syed Asim Munir as new COAS. We  hope new mly ldrship will work to end prevailing trust deficit that has built up in last 8 months between the nation and the State. Strength of the State is derived from its people.,political
151,"In all the pictures + videos, it is clear that Gill was subjected to mental and physical violence including sexual abuse and that too in such a terrible way that it is impossible to compare. I have now received the full details. The Islamabad Police is of the opinion that this",political
152,I am grateful to the LHCBA for passing a unanimous resolution in support of the constitution and holding elections within 90 days and condemning the excessive use of (state) force in Zaman Park along with the siege. I am also very grateful to the lawyers who marched to Zaman Park to show solidarity with us.,political
153,"After their response to my call for true freedom + my relationship with the nation, I can say with full confidence that the people of Pakistan have already suffered a lot, so they will definitely not allow these mafias to continue their coup. Like Sri Lanka, we are not far from the situation when our people will be on the streets.",political
154,"Not only to provide a safety net to the vast majority of our people, but also to provide health facilities (hospitals, etc.) throughout the country, especially in rural areas, where the private sector was not willing to establish hospitals due to the lack of purchasing power of the people, through health cards. Laying traps was also our key objective.",political
155,"In contrast, they are using all manner of harassment, arrests, custodial torture & abductions purely for political victimisation.They know they cant win any elections, so are trying to beat us down through use of brutal State power. It wont work. Our resolve only gets stronger.",political
156,Imported govt of cabal of crooks brought thru foreign backed regime change is using fear & terror in media & ppl to gain acceptance after being routed in Punjab elections.But all they are succeeding in doing is further destabilising country. Only solution is fair & free elections,political
157,"I dont recognise this Imported Govt installed thru conspiracy & horse trading. How can SS be so shameless given his govt's destruction in 10 mths of our economy & democracy with brazen fascism,end of fundamental rights & rule of law; & allowing terrorism to spread under its watch",political
158,"I invite all Pakistanis, especially our youth, to join us in our true independence rally and celebration of 75 years of Pakistan in Lahore on the night of August 13. ",political
159,Happy Holi to my Hindu community.,political
160,"Dedicating this too to shaheed Ali Bilal, our Zille Shah, as we pay tribute to him today and protest against his brutal custodial murder by this cabal of crooks & the psycopath who oversees custodial torture & assassination.",political
