,Tweets,label
94,Some people turn away fromAllah by using the difficulties they face as an excuse while others use the difficulties they face as an opportunity to get closer to Allah.May Allah bless him and increase us in Taqwa. Aameen.,religious
95,"Oh, Allah...Accept our righteous deeds and forgive our bad deeds! Oh, the Most Forgiving, the Most Merciful!",religious
96,May Allah turn all your painful tears into tears of joy.,religious
97,"Don’t worry about what others say. At the end of your life, you’re not going to answer to people. It’ll just be between you and Allah.",religious
98,Ramadan is coming...,religious
99,"Make today and each day a day of hope, faith & repentance. Keep on building and strengthening that connection between you and Allah.",religious
100,Today the soil is under us. Tomorrow the soil may be over us. Let's turn to ALLAH Before We return to ALLAH.,religious
101,May Allah relieve the people of Turkey and Syria.  ,religious
102,As the countdown continues we have approximately 20 DAYS UNTIL RAMADAN.Let's make a difference this Ramadan - Support the indigents and bring hope to those in need. Donate a food parcel to get them through the holy month.Make a donation TODAY via ,religious
103,"May Allah bless our parents, who have been protecting us, even before we were born.",religious
104,"Many lessons in life turn out to be a blessing! Allah is not trying to mess with you, He is trying to bless you! Draw closer to Him.",religious
105,"Ya Allah, bless our families & loved ones, in this life and the next. Allow their dreams and wishes to become a reality, Predestine what's best for them, and protect them from all evil people, thoughts, and acts.",religious
106,Learn to say Al'hamdulillah in every situation.,religious
107,Not all your days will be the same. A day of sadness and another of happiness. A day of profit and another of loss. Have Sabr. That's the test of life!,religious
108,May Allah open the doors of happiness for us.,religious
109,"When those who have wronged you want to sincerely make amends and re-enter your life, allow them. A forgiving heart is a good one.",religious
110,We walk around as if all is well because we're afraid others will judge if we show our pain. So be kind to others. Everyone has a story!,religious
111,Alhamdulillaah for all the countless blessings.,religious
112,"Allah gave you a beautiful life, don't waste it being sad over something that will pass in time, He's always got something amazing planned.",religious
113,"Oh Allah, If I hurt others, give me the strength to apologize. If people hurt me, give me the strength to forgive.",religious
114,"They can tell the world about your past, and your misdeeds but never once do they see your repentance. don't worry, Allah knows everything.",religious
115,"Always ask Allah to soften our hearts. May we have compassion for those who suffer in unimaginable ways. Learn to pray passionately for them as we do for ourselves & our loved ones. And above all, may our souls remain humble.",religious
116,"Ya Allah! Forgive us, Accept our repentance. Help us turn back to you sincerely. Help us get closer to you. You are the Most Merciful.",religious
117,Make your Ramadan count by giving to those who need it most.Donate generously this Ramadan and help us bring hope to those who are struggling and have no food for sahur and iftar.➤ ,religious
118,"""My Lord, have mercy upon them [parents] as they brought me up [when I was] small."" -  17:24",religious
119,Bring joy to someone's Ramadan by donating a food pack today!  Your generosity can help provide food to those who need it most. Let's come together and make a difference someone's life this holy month.Donate today: ,religious
120,"Iman ""إيمان "" is the most valuable thing that a human being can have. There's nothing more valuable than it.",religious
121,"65 DaysUntil RamadanOh Allah, Let Us Reach Ramadan. || اللهمَّ بلِّغْنا رَمَضَانBook Now: ",religious
122,"Allah loves you. No matter where you've been, no matter what you've done, no matter how deep you've fell, there's forgiveness.",religious
123,"Be patient, be steadfast and Wait for Allah's beautiful plans for you. Don't let yourself down and rely on Him. Beautiful days are coming.",religious
124,Your donation of iftar help provides much-needed nourishment to those living in some of the most challenging conditions we have ever seen. May Allah reward you for every penny you donate.Help us continue ➤ ,religious
125,This is cute ,religious
126,"Don’t believe everything you hear. There are always three sides to a story: your, theirs, and the truth. Allah knows.",religious
127,Their days are filled with hardship and great struggle. Finding food is not easy. Many are living in the worst possible conditions you can imagine. They need your help.Help us continue. Donate Today.,religious
128,"Life is too Short. We may not be Alive until the next Salat time. So pray Now, and pray every Salat as if it is your Last Salat.",religious
129,Ramadan is a time for sharing and giving in charity with endless rewards and blessings from the Almighty.Donate ➤ ,religious
130,What Allah has in His possession is better.,religious
131,"Don't wonder why Allah doesn't grant all ur wishes immediately, but thank him that He doesn't punish us immediately for all our mistakes.",religious
132,"As the countdown continues we have approximately 42 DAYS UNTIL RAMADAN, the month of fasting and forgiveness! Let us make the effort to prepare for the blessed month through regular fasting and charity. Make a donation TODAY: ",religious
133, Day 5,religious
134, Day 2,religious
135,"Let your aid be the first to get to the Needy this Ramadan, and be the reason why the indigents have something to eat during Ramadan.  Make a donation TODAY via: ",religious
136,"When we make Du'a to Allah... we accept the power and authority of Allah, and we accept our weakness in front of Him. With Du'a to Allah we can never fail, and without it, we can never succeed! The Prophet (ﷺ) said: ""The most helpless of people are those who cannot make du'a.""",religious
137,"If you leave something for the Sake of Allah, He is sure to replace it with something much better for you.",religious
138,We complain about how Allah doesn't grant all of our wishes immediately but we fail to thank Him for not punishing us immediately for our mistakes!,religious
139,One of the reasons we are depressed today is that social platforms make us compare our lives with others instead of appreciating who we are.,religious
140,"Shaytan is just as happy to see you commit the small sins. He knows that every time you disobey Allah, you're getting closer to Shaytan.",religious
141,stay grateful,religious
142,"When sadness fills your heart and tears flow in your eyes. Remember, three things.1. Allah is with you.2. Still with you3. Always with you.",religious
143,Our lives are getting more complicated. We hardly talk to each other but we text. Our feelings are now status updates. May Allah help us all.,religious
144,It's so depressing to see our world full of human suffering & social problems. Our faith's being tested like never before. Don't lose hope.,religious
145,"''You think regret is when u did not marry the person you wanted or did not study the course you liked? NO! Regret is you reaching the grave without enough good deeds"" Subhanallah! ",religious
146,Allah’s plan is better than your deepest desire.,religious
147,"Al Masjid an Nabawi, Medina. ",religious
148,Let's make this Ramadan count by giving to those who need it most. Donate generously this Ramadan and help us bring hope to those who are extremely struggling and have no food for sahur and iftar.,religious
149,"We are often betrayed by the ones we trust, blamed for things we haven't done, deserted by loved ones in times of need. Trust Allah to heal.",religious
150,"As the countdown continues we have approximately 44 DAYS UNTIL RAMADAN, the month of fasting and forgiveness! We need your support to reach as many families as possible. Make a donation TODAY: ",religious
151,"Whenever someone makes you feel worthless, just remember Allah loves you.",religious
152,"Oh Allah, we thank You for giving us the strength when we felt like giving up. We’ve learnt not to panic because we know You’re with us. Keep our hearts firm in faith, come what may. We fully trust everything that You have planned for us. Aameen.",religious
153,May we be counted among the beneficiary of Allah's blessings and forgiveness in this month.,religious
154,"Think positive thoughts as far as possible. Don’t think of who offended you, who betrayed you, who took you for granted & what didn’t work out. Such are part of life. Instead, think of the goodness Allah has bestowed on you and how fortunate you are!",religious
155,We've witnessed deep suffering...,religious
156,"Hundreds of meals are served regularly, including essential items for the less privileged.Of course, this would not be possible without your donations - and the help and efforts of all the dedicated volunteers! Thank you .",religious
157,Oh Allah,religious
158,"Alhamdulillah that Allah knows what is in our hearts. Because even if people twist the truth, even if people go against you, even if no one stands by you Allah will always know the status of your heart. Alhamdulillah, Allah knows who is truly sincere and kind, and who is not.",religious
159,May Allah replace your hardships with blessings.,religious
160,O Allah gather me with my family and friends in Jannah.,religious
161,This is so cute Ma shaa Allah ,religious
162,Don't be the one who shames & scolds others for their wrongdoing. Always advise with compassion & sincerity. Leave the rest to Allah.,religious
163,May Allah remove your sadness. May Allah remove your sadness.May Allah remove your sadness.,religious
164,"Every donation counts. Your iftar contributions are making a huge difference in the lives of those who are facing hunger this Ramadan. In this month of giving, give out from what Allah has provided.Donate ➤ ",religious
165,"70 DaysUntil RamadanOh Allah, Let Us Reach Ramadan. || اللهمَّ بلِّغْنا رَمَضَانBook Now: ",religious
166,Learn to be happy & wish happiness for others. Don't be jealous when others have more than you. Be grateful & Allah will grant you more.,religious
167,"O Allah, You know how much weak we are, We lay our complete trust in You. O Allah, Bring healing to those who are ill, Protect those who are most at risk of getting ill, and comfort those who have lost loved ones.",religious
168,Allah is the best listener. you don't need to shout or cry out loud. HE hears even the very silent prayer of a sincere heart.,religious
169,Too many of us suffer from trust issues because someone promises you something & never delivers on the promise. Learn to keep to your word.,religious
170,"If Allah can provide for the fish in the sea and the birds in the sky & everything in between, What makes you think He won't provide for you? Don't lose hope.",religious
171,"Ya Allah, bring ease to all of those experiencing any sort of difficulty anywhere in the world.",religious
172,"O Allah! Lord over all authorities! You give authority to whoever You please and remove it from who You please; You honour whoever You please and disgrace who You please—all good is in Your Hands. Surely You ˹alone˺ are Most Capable of everything.- Surah 3. Al-i'Imran, Ayah 26",religious
173,"Ya Allah, we thank you for loving us despite all of our flaws. Your constant love and support help more than words can express.",religious
174,"O believers! When you converse privately, let it not be for sin, aggression, or disobedience to the Messenger, but let it be for goodness and righteousness. And fear Allah, to Whom you will ˹all˺ be gathered.- Surah 58. Al-Mujadila, Ayah 9.",religious
175,"Ya Allah. Only You know the hardships & pain we’re going through. We hand over our worries to You as we’ve done before. If not for You, we wouldn’t be here right now. We ask You to bless those who’ve lost their way. Lead them back to Your Path. We’re thankful for Your Mercy!",religious
176,"To Allah, the best hands are those raised in repentance and worship, and the best tongues are most with sweet and guided words. ",religious
177,What a great feeling to be in Jannah with Allah. No pain. No heartache. No disappointment. Just blessings and non-stop happiness.,religious
178,MAY WE LIVE TO SEE THE NEXT RAMADAN.,religious
179,"I pray this Ramadan heals our hearts, cleanse our minds, and purify our souls.",religious
180,Fix your Salah and Allah will fix your problems.,religious
181,"The Messenger of Allah ﷺ said, “Purity is half of faith. ‘Alhamdulillah fills the scales, and ‘subhanAllah and ‘Alhamdulillah fill that which is between heaven and earth. And salah is a light, and charity is a proof, and patience is light, and Qur’an is a proof either for you… Show more",religious
182,"Allah has purpose for your pain, a reason for your struggles and a reward for your faithfulness. Don't give up.",religious
183,"Feeding the hungry, giving food to the needy, and helping vulnerable people with their needs, are all Islamic traits that can earn us a place in Paradise.",religious
184,"Good things take time. Stay patient and stay positive. Everything is going to come together- maybe not today, but eventually.",religious
185,Surah Al-A'la | Sheikh Maher Al-Mu'aiqly,religious
186,"In Jannah, there is no sadness, heartbreaks, jealousy, tears, separation, or depression...Just happiness, forever! May Allah Grant us all Jannah.",religious
187,Allah blessed me with another day so that I can demonstrate my obedience to Him by refusing to give in to temptation and remaining Faithful.,religious
188,Allah already has the perfect solutions to problems you don't even have yet. So never lose hope in Allah.,religious
189,Soothing recitation by Sheikh Dr. Maher bin Hamad Al-Muaiqly.,religious
190,"Before you freely utter words in judgment on others, before you say something about your brothers, you should be conscious of Allah. Let the fear of Allah and His consciousness be your motivator before anything else.",religious
191,May Allah remove your sadness. May Allah remove your sadness. May Allah remove your sadness.,religious
192,"No matter how bad your past is, looking back will never change anything. Learn from your mistakes, don't live inside them.",religious
193,Forgive everyone and start Ramadan with a pure heart.,religious
194,"O Allah, accept our Du'as and forgive our sins. O Allah, we ask You for Al-Firdous (the highest position in Paradise).",religious
195,"Our Rabb! Certainly You know what we conceal and what we reveal. In fact, nothing in the earth or in heaven is hidden from Allah.- Surah 14. Ibrahim, Ayah 38.",religious
196,"Children recite from the Qurʾān as Qatar inaugurated the Al Thumama Stadium in Doha, which was built for the FIFA World Cup, last year.",religious
197,"Never give up making dua to Allah. It may not happen now, it may not happen next month but it will happen when Allah knows is best for you.",religious
198,"Surah 16. An-Nahl, Ayah 114",religious
199,"Blessed is the one who's able to sleep soundly at night because he no longer carries envy, hatred, malice, and jealousy in his heart.",religious
200,"The strong is not the one who overcomes the people by his strength, but the one who controls himself while in anger. (Bukhari)",religious
201,May Allah bless us with good company and make us amongst the pious people. Aameen.,religious
202,"AFOWOWA SOGAADE CENTRAL MOSQUE, EWEKORO, OGUN STATE.",religious
203,"Oh Allah, Guide us and show us a way out of our difficulties.",religious
204,"Not everyone will have the heart you have, Not everyone will appreciate you and what you do for them, Sometimes it won't be easy having a kind heart in this cruel world. For Allah, Be patient!",religious
205,Start you day with this amazing recitation ,religious
206,"Ya Allah,  Forgive me, have mercy on me, console me, raise me in status, guide me, grant me well-being & grant me provision.",religious
207,May Allah grant patience to those who are facing problems and hardships. May Allah grant them ease.,religious
208,Are you ready for Ramadan?,religious
209,"There's so much we want to do tomorrow; stop our bad habits, be a better person & get closer to the Almighty. What if tomorrow never comes?",religious
210,"Pray to Allah, tell Him that thing you're struggling with so He can help, don't be embarrassed, He already knows what it is anyway.",religious
211,"BE PATIENT, ALLAH HEARS YOU ",religious
212,Ya Allah fulfil my dreams. Ya Allah give me success. Ya Allah give me a bright future. Ya Allah bless my parents.,religious
213,"Don't expect everyone to understand you. They haven't walked in your shoes. Turn to Allah, for only He knows what you're going through, and only He can help you.",religious
214,Qataris are welcoming visitors This is Islam:,religious
215,"Let's care, share, Du’a & Action.  ",religious
216,"The next time you find yourself being pulled into fear, pray honestly to Allah. Tell Him what you are afraid of and ask Him to help you.",religious
217,It's never too late to mend broken friendships. Forgiveness is part of our faith.,religious
218,Aameen,religious
219,Allah knows our needs better than we do. And He is more concerned about our ultimate good than our temporary pleasure.,religious
220,"It doesn't mean that being connected to Allah you won't have problems in this life. It means even in the depths of hardship, you'll never be alone.",religious
221,Sabr and Salah can make everything better,religious
222,"Some struggles may not make the headlines, but it won't stop us from responding - Thank you for helping us continue to provide regular meals, assistance, and shelter to those most in need  May Allah bless you more than you give. Aameen ",religious
223,Surah al-Fatiha recited by different imams ,religious
224,"With Ramadan now only days away, many people won't have enough to break their fast. We urge you to open your heart and donate to our less fortunate brothers and sisters; your generosity will allow them to fast with peace of mind.Donate - ",religious
225,"This Ramadan, make sure you make special Duas for your parents, whether they are still on this earth, or moved on to the next life.",religious
226,May Allah grant us success in every step of life.,religious
227,Help us Feed A Soul During  Ramadan. Donate Today:Zenith/1212 373 076,religious
228,"Ya Allah, I'm trusting you with my everything. I can't see what's in front of me! But I know you've already known and planned everything.",religious
229,Help us Feed and Empower the Needy,religious
230,"Indeed, Allah commands you to return trusts to their rightful owners; and when you judge between people, Judge with fairness. What a noble commandment from Allah to you! Surely Allah is All-Hearing, All-Seeing.- Surah 4. An-Nisaa, Ayah 58.",religious
231,"Oh Allah, make it easy for our Brothers and Sisters who are finding it difficult to get married, and remove any burdens from them. Ameen.",religious
232,"Sabr is trusting Allah's plan even though you don't know what it is. Sabr is smiling at people despite all the hurt inside you. Sabr is praising Allah, even though you don't get what you want. Sabr is when you are facing a big hardship but still say, Alhamdulillah.",religious
233,"As the countdown continues we have approximately 32 DAYS UNTIL RAMADAN, the month of forgiveness and blessings! Let us make the effort to prepare for the blessed month through regular fasting and charity. Make a donation TODAY via: ",religious
234,"May Allah remove all your pains, worries and bring you great happiness in this life and eternal happiness in the hereafter.",religious
235,You may not be where you want to be in life but thank Allah that you’re not where you used to be. His Plan is always the best. Don’t doubt that.,religious
236,"Oh Allah, we pray that you have Mercy on us & grant us ease. May You comfort all those who are suffering and bring on their recovery. We know there is no cure but Your cure. Heal our hearts & purify our souls so we can feel a strong attachment to You. Aameen.",religious
237,May Allah strengthen your imaan & answer all your Dua's on this blessed Day.,religious
238,May Allah ﷻ unite us in Jannah.,religious
239,No one loves you more than Allah No one Knows you more than Allah No one Benefits you more than Allah No one Understands you more than Allah.,religious
240,"There's light in each & everyone of us. When we do good, the lights are bright & glow in the path for others. It turns dim when we sin.",religious
241,"As the countdown continues we have approximately 49 DAYS UNTIL RAMADAN, the month of fasting and forgiveness! Help us feed the needy during Ramadan. Make a donation TODAY: ",religious
242,It's natural to be upset when faced with hardship. But try to pull yourself together. Allah won't let you down. Your efforts won't go to waste.,religious
243,May Allah shower His countless Blessings on You and your Family.,religious
244,Asking muslim kids Who’s Allah ,religious
245,May Allah protect our good deeds from ever being canceled due to our sins.,religious
246,How beautiful is the islam in which you can make Du'a for someone without them knowing and in return the angels make Du'aa for you.,religious
247,Worries can drag us down and steal our peace. But it doesn't have to be like that. Tell them all to Allah and trust Him to solve everything.,religious
248,"WANT TO BE FAMOUS?Then, Become A Servant of ALLAH And All The Angels In The Heavens Will Know Your Name.",religious
249,"Life is too short to worry about what others say or think about you. Work to please Allah, for in His hands is your past, present, and future.",religious
250,"The Quran is not a story being told to you, it is a message that is being sent especially to you.",religious
251,"Ya Allah! Accept our Siyam, Qiyam, and make us adhere to the Straight Path! Aameen ",religious
252,Aameen ,religious
253, Day 4,religious
254,The best prayer during the winter time.,religious
255,"Fix your solat, Allah fixes your problems.",religious
256,"Don't be sad. Pain in this Dunya is temporary, handle it with Sabr, and inshaAllah a greater reward awaits you. Allah is with those who are patient.",religious
257,"We often take for granted the people closest to us, especially our parents. May Allah always guide us to be respectful and kind to them.",religious
258,"No one, absolutely no one is free from doing wrong. We all do it. And that's why Allah said He loves those who repent. And don't ever think Allah won't forgive you no matter what you have done. He is Most Merciful and He loves to forgive.",religious
259,"اللهم طهّر قلبي من الغِلِّ والحِقدِ والحسَد والكِبْر Allahumma tahhir qalbi minal ghilli wal hiqd wal hasad wal kibr O Allah! Purify my heart from hatred, malice, envy and arrogance",religious
260,"When your heart's heavy and your mind's anxious, turn to Allah's limitless Mercy. No matter what you're facing, He's there for you.",religious
261,"O mankind! Indeed, We created '' you from a male and a female and made you into Peoples and Tribes so that you may ˹get to˺ know one another. Surely the noblest of you in the sight of Allah is the most righteous among you. Al-Quran (49:13)",religious
262,Ya Allah protect us from evil deeds.,religious
263,Help us provide food to help those who are struggling and are in desperate need to feed their families.Donate Today: ,religious
264,Shaitan is always trying to convince us there is something good for us outside of Islam. Don't fall for his traps.,religious
265,"O believers! Stand firm for Allah and bear true testimony. Do not let the hatred of people lead you to injustice. Be just! That is closer to righteousness. And be mindful of Allah. Surely Allah is All-Aware of what you do.- Surah 5. Al-Maida, Ayah 8",religious
266,"O Allah, forgive us, our parents, our siblings, our family, and our loved ones that have passed before us.",religious
267,"Ya Allah, answer our secret prayers, grant Shifaa for our ill ones, and have mercy upon whom we've lost.",religious
268,"As the countdown continues we have approximately 43 DAYS UNTIL RAMADAN, the month of fasting and forgiveness! Let us make the effort to prepare for the blessed month through regular fasting and charity. Make a donation TODAY: ",religious
269,"Oh Allah, Forgive us! Oh Allah, Forgive us! Oh Allah, Forgive us!",religious
270,"Quran memorisation gathering for kids inside the Masjid an Nabawi, Medina.",religious
271,Being grateful to Allah is not just about saying Al-hamdulilah but letting people around you benefit from what HE has blessed you with.,religious
272,Help us Feed a Family during Ramadan,religious
273,"Never underestimate your abilities. They're much greater than you imagine. Be confident, seek Allah's help. Don't lose heart.",religious
274,"Oh Allah, we seek refuge in You from a sadness that silently consumes us.",religious
275,"Allah is watching to see what you do with the wealth He has blessed you with. There are those who try to impress others with the money they have. They’re quick to spend money when it helps them look good, but don’t do anything to help people who desperately need it!",religious
276,"Whatever happens, will happen. Don't try to control the outcome of everything that happens in life. Allah always in full control.",religious
277,"“O my dear son! Establish prayer, encourage what is good and forbid what is evil, and endure patiently whatever befalls you. Surely this is a resolve to aspire to.“And do not turn your nose up to people, nor walk pridefully upon the earth. Surely Allah does not like whoever is… Show more",religious
278,Satan wants friction between people. He will mess with your mind to get you angry over the smallest thing. Don't fall prey. Show restraint.,religious
