,Tweets,label
13,"State is not accepting the parliament. PM cannot issue production orders of 
@Aliwazirna50
 says 
@ManzoorPashteen
 
Livestream Links:

YouTube: https://youtube.com/watch?v=sIwRS_KauGw……

 Facebook:

https://facebook.com/464952938978798/posts/466616912145734……

#ClosedBordersOpenWebsites 
#OpenSouthAsia",army
14,"At #DublinPlatform hearing about anti-terrorism legislation used against HRDs & thinking of military trial for *espionage* & long incarceration of HRD #IdrisKhattak, recent ATA police case against 
@ManzoorPashteen
 & false AntiTerrorismAct cases slapped on Sindhi HRDs.",army
15,"ہم امیدیں رکھے تو کس سے رکھے؟
#IAmManzoorPashteen",army
16,"زه که غږ کووم نو سر بائلمه.. 
زه که خاموشه شوم نو قام ډوبيږي.

_
| #مونږ_امن_غواړو 
@ManzoorPashteen",army
17,"ضلع خیبر. طورخم زیرو پوائنٹ پر ایف سی کے خلاف مزدور یونین کا بارڈر پر بے جاتنگ کرنے اور سختی کے خلاف احتجاجی مظاہرہ کیا اور بارڈر پر مزدوروں کے ساتھ نرمی کا مطالبہ۔
@ManzoorPashteen
 
@HRCP87",army
18,"وہ PTM جس کو بدنام کرنے کے لئے ریاستی محکموں نے سر توڑ کوششیں کی لیکن آج سیلاب زدگان کی مدد کے لئے ان علاقوں میں خدمت کر رہی ہے کہ جہاں پر کوئی تنظیم بدامنی کے خوف کی وجہ سے نہیں جاسکتی لہذا آگے بڑھیں اور جنگ زدہ علاقوں میں سیلاب زدگان کی مدد کریں
#سیلاب_زدگان_آپکی_مددکےمنتظر",army
19,"ميرانشاه ايف ائی ار کښې علي وزير ضمانت منظور شو۔
دا د علي وزیر پر ضد وروستۍ ایف ائی ار وه.

میرنشاہ ایف ائی آر میں علی وزیر ضمانت منظور۔
یہ علی وزیر پر آخری ایف ائی آر تھا۔",army
20,"#لکی_مروت 
سوات عوامی مزاحمت کے بعد وہاں حالات قدرے قابو ہوگئے مگر پشتون وطن کےلئے جنگی پالیسیاں وہی کے وہی ہے بس ایک علاقے میں عوام مزاحمت کرے تو وہی حالات دوسرے علاقے میں بنا دئے جاتے ہیں۔
اس بار لکی مروت اور بنوں کے حالات خراب کر دئے گئے۔
پشتون متحد ہوکر جنگوں کا راستہ روکینگے",army
21,"په ورانه هديره کې د ژوند رنګ سبحان الله
#PashtunLongMarch2Miransha",army
22,3/3,army
23,"انتہائی سبق آموز #اردو انٹرویو ضرور سنیں۔
طالبانو کو ٹرینگ کرنل امام سے لیکر جنرال حميد گل تک لوگو نے دئے!!
@ManzoorPashteen",army
24,یہ پنجابی ذہنیت کی عکاسی ہے  اس بندے نے بیان کی کہ پاکستان میں صرف پنجابی بالادستی ہو اور لوٹ مار ہو اور باقی قوموں کے زمینوں اور وسائل کو بے دردی اور بے دریغ بس صرف پنجابی ہی لوٹتے رئے۔ اور  باقی صوبوں کے لوگ پنجاب آئے بھی نہیں ورنہ ان کو پنجاب میں اس تعصب سے دیکھتے جائینگے۔ شرم https://twitter.com/realrazidada/status/1587673570393587712…,army
25,"#کلیزہ_دی_مبارک_مشرہ
#HBD_ManzoorPashteen 
@ManzoorPashteen",army
26,"Dear brother 
@ManzoorPashteen
 you have won the hearts of whole Chitral, words are not enough to express the amount our happiness. Long live Resistance.

چترال کو حق دو

#Chitral",army
27,"الیکشن کے حوالے سے سپریم کورٹ فیصلے کی سب کو فکر ہے مگر اِسی سپریم کورٹ میں 3سالوں سے پینڈینگ پڑے ایکشن اِن ایڈ آف سیول پاور جیسے ظالمانہ قانون کی فکر کسی کو بھی نہیں۔
تین سالوں میں کوئی شنوائی نہیں ہوئی۔
کرسی اقتدار میں رہ کر سنگین عوامی مسائل بھی کسی کو ذہن میں آتے ہیں کیا؟",army
28,#StopStagedWarsInPashtunkhwa,army
29,"پی ٹی آئی بنوں بکاخیل صدر میر شمد خان کے بیٹے عرفان پر نامعلوم آفراد کا حملہ۔
عرفان موقع پر شہید جبکہ گارڈ زخمی۔
پختونخوا کے حالات انتہاء درجے تک خراب ہوچکے ہیں مگر ریاست کو پروا نہیں۔
ڈالری جنگوں کی وجہ سے روزانہ پشتونخوا میں انسانی خون بہہ رہا ہے۔
#PashtunsRejectStateTerrorism",army
30,"اس گیم کا حصہ آپ لوگ خد ہو حکومت کے مزےبھی لوٹ رہے ہو
اور تنقید بھی کرتے ہو twitter.com/ManzoorPashtee…",army
31,نن په نوى کلي کښي د افغانستان د استقلال د ورزې په مناسبت غونډه دPTMکويټه له اړخه په نيوي کلي بائ پاس کوټې شادي کښي و لمانځل سوه چي پکښي د پښتون ژغورنې غورځنګ جنوبي پښتونخوا کوارډینټر نور باچا،د کويټه اولسوالې کوارډینټررحمت غرسني،مرکزی کمیټی غړئ زبير ښاه آغا وا په ګړشاروالو ګډو.,army
32,"Dear world leaders, 
please watch this video very carefully.

These are your so called changed Talibans. 
#FreeAfghanistan",army
33,"مشر منظور پښتون ته دي زیږون ورځ مبارک وي 
زرکلن شې سالاره 
Happy Birth day to u mashra 
@ManzoorPashteen",army
34,"معاشرتی علوم/پاکستانی علوم پڑھنے کے شرمندہ نقصانات، جاہلیت اور کند ذہنی.
I feel sad and sorry for your entire life  https://twitter.com/Punjabi2500/status/1583758092776284161…",army
35,"Set a reminder for my upcoming Space! https://twitter.com/i/spaces/1dRKZMBazNvxB… دې سپیس کې به مشر منظور پښتون او د نړۍ له لر اوبره افغان سیاست وال او دیني عالمان برخه اخلي.
لیکوال عصمت قانع؛ دیني عالم بشیر احمد حنیفي؛ شامحمود میاخیل او د افغان پارلمان ځیني وکیلان او عالمان ویناوې کوي.",army
36,"آج پشاور میں امن مظاہرہ کرنے والوں کو آفرین کہتے ہیں۔امن کے لئے ہر آواز کو سراہتے ہیں۔
ساتھ میں امید کرتے ہیں کہ کل 4 فروری کے مظاہرے میں بھی سب شرکت کرے تاکہ بدامنی کے خواہشمند لوگوں کے سامنے ہماری تقسیم ظاہر نہ ہو۔
ٹائم: دو بجے
مقام: پشاور پریس کلب کے سامنے۔
#پيښور_اولسی_پاڅون",army
37,"پنجاب آئس لینڈ کی طرح جرائم سے پاک ہے جہاں آپ کو کراۓ کے قاتل،جرائم پیشہ افراد، بدمعاش، منشیات فروش اور دہشت گرد مشکل سے ملتے ہونگے تب ہی عمران خان کو خیبر پختونخوا سے دہشت گرد بلانے پڑے۔

ویسے کل پنجاب پولیس نے زمان پارک سے کتنے دہشت گردوں کو گرفتار کیا؟",army
38,"گلگت بلتستان ہُنزہ کے نوجوان آصف سعیدسخی کو FWO کے غیرقانونی تجاوزات کے خلاف آواز اٹھانے کی پاداش میں اٹھایا گیا ہے۔
جعلی FIRsکر کے وطن کے حقیقی باشندوں کو مثالی سزائیں دی جاتی ہے تاکہ کوئی اور اپنے حق کی بات نہ کر سکے۔
استعماریت میں قبضہ گیری کو ترقی کے نام سے متعارف کیا جاتا ہے",army
39,"علی وزیر کا کیس پاکستانی تاریخ کا انوکھا
کیس ہے۔
نادرا کا ویری فیکیشن آج چوتھے روز بھی عدالت نہیں پہنچا ہیں۔ 

پتہ نہیں راستے میں کونسی کنکر پڑے ہیں کہ نادرا عملہ آج چوتھے روز بھی عدالت نہیں پہنچا ہیں ۔",army
40,"Speech in #JusticeforMariaMohmand protest which was recorded infront of PunjabAssembly lhr today.We demand that the culprits involved in the rape&murder of Maria Mohmand must get the punishment they deserve.PTM will stand by the victim family in every thick&thin
@ManzoorPashteen",army
41,"PTM and Political Parties held a protest in Quetta against the Harnai incident, in which a young #KhaliqDad was martyred by security forces.
#باجوړ_قامي_امن_پرلت 
@ManzoorPashteen",army
42,"مشر منظور پښتون ټولو پارلیماني ګوندونو ته وویل: 
دا تحریک ستاسو خپل تحریک دی د ټولو برابر دی ، پې ټې ایم د ټولو دی ، 
پې ټې ایم الیکشن نه کوي قامې سیاست کوي د خپلواکۍ لاره به نیسې. 
#PTMZindabad
@ManzoorPashteen",army
43,"پښتون ژغورني غورځنګ ملګري په پاریس کي د نومبر په ٢٠مه (یک شنبه) لوي لاریون کوي نو همدا موقع ده چې تاسو ورسره یو ځای سئ.
@ManzoorPashteen
@HaroonAfg1k
 
@RishtinWazir
@MalikBazai",army
44,"کل سے مختلف وزراء اور جرنلسٹوں نے تسلیم کیا کہ ہم بے اختیار ہے مگر یہ نہیں کہا کہ کس نے بےاختیار بنایا۔
ہم نے واضح نام لیا کہ انکو جرنیلوں نے بےاختیار بنائے ہیں،
تو FIR۔
اگر ایسا نہیں تو عدلیہ طاہر داوڑ واقعے تحقیقات کرے، پارلیمان خصوصی کمیٹی بنائے، پھر اصل حقائق میڈیا پر نشر کرے",army
45,کیا ریاست سے سوال کرنا دہشتگردی کہلاتا ہے؟؟ https://twitter.com/ManzoorPashteen/status/1584518941585833984…,army
46,"4سالوں سے مسلسل مجھ پر پورے بلوچستان صوبے میں داخلے پر پابندی لگائی جاتی ہے۔
۹دسمبر کو چمن امن جلسہ ہے اور ہمارے جانے پر جابرانہ پابندی۔
ریاست پشتونوں کو اس حد تک غلام رکھنا چاہتی ہے کہ آج اپنے اباواجداد کے تاریخی پشتون وطن میں چلنے پھرنے پر پابندیاں ہے۔
ہم چمن جلسے ضرور جائینگے",army
47,". 
@ManzoorPashteen
, the chief of the world's biggest anti-war movement, PTM, is addressing the Bannu uprising, claimed that the State was again imposing terrorism on Pashtun land for boosting its war economy.",army
48,"د محترم مشر منظور پاشتېن ، نظېف هشنغر ، ګل پسند ، بلال پاشتېن او روخان افغان ېو جهان مننه چه دوې راسره تفصېلۍ ناسته اوکړه . او بېا ې زمه سره تفصېلې خبرې اوکړې .
 ډېره مننه ، عزت مند شې 
#LongLiveResistance
@ManzoorPashteen",army
49,"په مومندو کښې يو وار بيا په چيک پوسټونو هغه پخوانې عمل چی د خلکو بيعزتې به کولې او تکليف به ورکول شروع کړي  عزيزانو نن تاسو کولې شې چی د دی خلکو مخه اونيسې  راپاسې د خپلو سپينګيرو او تور سرو ژوند وژغورې ګنې بيا به وخت تير وې او هغه پخوانې د ذلالت ژوند به مو په 
@ManzoorPashteen",army
50,سوات یونیورسٹی میں کرفیونافذ،فوج نے کنٹرول سنھبال لیا، طلبہ سے فوجی اہلکاروں کی بدتمیزی، یونیورسٹی عملہ فوج کے ہاتھوں یر غمال,army
51,*Killed and injured.,army
52,"سندھ کے بعد خیبر پختونخوا میں بھی علی وزیر کے تمام ایف ائی ارز میں ضمانتیں مکمل ہوگئے آج ڈی آئی خان میں آخری ایف ائی ار میں بھی ضمانت ہوگئی۔
دو سالوں سے علی وزیر کو صرف ایک جنرل کی انا کی وجہ سے جیل میں رکھا گیا۔",army
53,"3/3
#مہمند 
مہمند پریس کلب
ٹائم=>12:00
#بنوں 
میلاد پارک بنوں
ٹائم=> 03:00pm
#ژوب_شیرانی 
ظریف پارک
ٹائم=>03:00pm
#درازندہ_ڈی_آئی_خان 
ہارون ہوٹل درازندہ
ٹائم=> 11:00am
#باجوڑ 
خار پریس کلب باجوڑ
ٹائم=>10:00am
#ڈیرہ_اسماعیل_خان 
حق نواز پارک ڈی آئی خان
ٹائم=> 03:00pm",army
54,اس ظلم کے خلاف قانونی اور مزاحمتی راستے اپنائینگے۔,army
55,"د پښتون اولس اتحاد  زنده باد  
#Long_Live_Pukhton_unity
#بنو_اولسي_پاڅون 
@ManzoorPashteen",army
56,"په کالو خان صوابې کی د پی ټی ایم مشر منظور پښتین زاﺉ خلګو ته د وینا پر محال 

کالو خان صوابی میں پی ٹی ایم سربرا 
@ManzoorPashteen
 وہا کے عوام کو خطاب کیا جائیگا",army
57,"بولان سے بلوچ بچوں اور خواتین کی جبری گمشدگی پورے کمیونٹی کو اذیت دینا ہے۔
آئین قانون اور عدالتوں کی موجودگی میں جبری گمشدگی بذات خود آئین قانون اور عدالت کو نہ ماننے کی مترادف ہے۔
ظلم جبر سے مسائل حل نہیں ہوتے ہیں بلکہ مزید نفرتیں جنم لیتے ہیں۔
#SaveBalochWoman",army
58,"GRAPHIC: Karachi police beat protesting women at Mujahid colony where dwellers, mostly from Pashtun community, live since 1952 but are asked to vacate their homes. 

PTM’s chief 
@ManzoorPashteen
 has announced to protest against police torturing women",army
59,د پی ٹی ایم  بیلجیم د غړیتوب آخری غونډه  د انتورفن  شار کی. زموږ غړیتوب سرته ورسیدل ٠.,army
60,"شمالی وزیرستان تپی میں پولیس اہلکار خورشید کو نامعلوم افراد نے شہید کر دیا۔
ہرطرف قلعے اور چیک پوسٹوں کے درمیان نامعلوم افراد نے گزشتہ چند سالوں میں وہاں 500سے زائد ٹارگٹ کیلنگ کئے،اکثر کے ریکارڈ ہم نے ڈاکومنٹ کئے ہیں مگر ہے کسی عدالت،پارلمان یا ادارے میں جرات جو اس پر بات کرسکے؟",army
61,"صبا به مشر منظور پښتین ده بونیر اولسې پاڅون 
غونډه کې ګډون کوې ټول  ده بونیر اولس ته خواست دې چی غونډه کښي برخه واخلې
@ManzoorPashteen",army
62,"کتنے آسانی سے کہتے ہیں کہ دو چار لاشیں پھینک دو۔ ایسا لگتا ہے جیسے ہماری زندگیاں انگلیوں کے گنتیوں کے سوا کچھ بھی نہیں 

#StopBalochGenocide",army
63,نن مشرمنظور پښتین،مرکزی کمیټی غړې حاجی عبدالصمد،مقیب آفریدی،نضیف لالا سره دپی ټی ایم ملګرو دخیبر په بیله بیلو کلیوکې د تحریک دملګرو اوعام اولسونو سره لیدنې وکړی دپی ټی ایم قمبرخیل کورډینټر عمران،دخیبریونین ښاغلې حارث خان آفریدی او مولانا عبد العزیزکورانې سره غم شریکی او تسلیت وکړ,army
64,"پی ٹی ایم کوئٹہ کے جانب سے پشتون کلچر ڈے زور و شور سے منایا جا رہا ہے
@ManzoorPashteen
 
#pashtooncultureday
#PtmQuetta",army
65,"The devastating flood has disturbed, displaced thousands  including those whom will be competing for exams.
The exams including pms should also be schedule as per the convenience of applicants.",army
66,"خیبر تیراه میدان بیله بیلې سیمې سنډاپال، جړوبی،کمرخیل،تختګئ،باغیارم دره،درې نغری کې په زرګونه ځائی خلک جبری بې کوره کولوپه هکله د#PTMمشر 
@ManzoorPashteen
  تفصیلات اوپیغام PTM خیبر د اولسی او سیاسی اتحادونو سره لائحه عمل PTM خیبر له اړخه دخپل بې کوره شوی خلکودپاره امدادی کیمپ.
1/3",army
67,"پوشہ پل اور مقیم شاہ کیچھ ڈیرہ اسماعیل خان میں سیلاب سے متاثرہ مستحق خاندانوں میں پی ٹی ایم کی جانب سے راشن تقسیم۔
#سیلاب_زدگان_آپکی_مددکےمنتظر",army
68,"د اغه اول وډيو  دوهمه برخه د
2/2
#PashtunLivesMatter 
 
@ManzoorPashteen",army
69,"ہندوستان میں پھٹان نے رکاڑد توڑ دیے اور پاکستان میں ایف آئی آر پے ایف آئی آر درج ہوتے ہیں ۔
انور مقصود 
@a_siab
 @AfsarMulk
 @HamidMirPAK
 @Khadimhussain4
 @ManzoorPashteen
 @mjdawar
 @SaleemKhanSafi
 @ShafiqAhmadAdv3
 @Xadeejournalist
 
@AnwarrMaQsood",army
70,"جنوبی وزیرستان زنگاڑہ کے علاقے میں ایک دُکان پر ڈرون حملہ۔
سراروغہ ہسپتال کو دو کم سن بچے شدید زخموں کی حالت میں لائے گئے جو زخموں کی تاب نہ لاکر شہید ہوگئے۔
بچے دکان کے باہر تھے علاقے میں مواصلاتی نظام نہ ہونے کی وجہ سے معلومات تاحال نہ ہوسکے کہ مزید کتنا جانی نقصان ہوا ہے۔۔1/2",army
71,"بدنام زمانہ قاتل راو انور اور اسکے ٹیم کو 5 سالوں سے سہولتیں اور اب عدالت سے بری کرنے کے خلاف کل 25 جنوری کو احتجاجی مظاہروں کا شیڈول۔
سیاسی و سماجی کارکنوں سے شرکت کی امید کرتے ہیں۔
#اسلام_آباد 
بمقام اسلام آباد پریس کلب 
ٹائم=>02:30pm
#پشاور 
پشاور پریس کلب 
ٹائم=> 03:00pm
1/5",army
72,"سبا نه بله ورځ يعني شلمه نېټه د پی ټی ایم یورپ فرانس پیرس لاریون.
#PtmEurope #ptmfrancejalsa 
#د_پښتونخوا_امن_په_حق_کې
#د_افغان_انجونو_د_تعلیم_په_حق_کې
#د_علی_وزیر_حنیف_پشتین_د_خلاصون_د_پاره
د ټولو همفکره ملګرو څخه د ګډون په هیله.
@ManzoorPashteen",army
73,"#پولیس_کانسٹیبل_جمشید
پشاور پولیس لائن دھماکہ ایک”Strategic move” تھا،ایک ہی ساتھ 100پشتون شہید کردئےگئے۔
ریاست کی طرف سے نہ کوئی تحقیقات اور نہ دھشتگردی کے سبب بننے والے پالیسیوں پر کوئی بات۔
مگر افسوس صد افسوس کہ دھماکےکے خلاف آواز اٹھانے والے کانسٹیبل جمشید کو برطرف کر دیا گیا",army
74,"If 
@BBhuttoZardari
 says that we can’t release Ali Wazir, then 
@ManzoorPashteen
 is 100% right that this is not a democracy but a monarchy and the army chief is the king.
#ReleaseAliWazir",army
75,"ALERT: Two policemen were injured when unidentified militants hurled a hand grenade at a mobile van of in Zangali area on the outskirts of Peshawar, carrying personnel of the counter terrorism department Khyber Pakhtunkhwa: Police",army
76,"وزارتیں اپنے طنز سمیت اپنے لئے مانگو۔ اقتدار کی جنگ اپ لوگوں کی ہوگی ہماری نہیں ہے ہماری جدوجہد اپنے وطن میں امن اور خوشحالی کے لئے ہے غیر پارلمانی، عوامی،سیاسی،مزاحمتی پرامن جدوجہد جاری رہیگا۔
جیلیں، FIRs، پابندیاں، ECL، پاسپورٹ و NIC کے خاتمے اور اپنے عظیم ساتھیوں کے شھادتوں1/2",army
77,"ممتاز اورکزی صاحب یو شعر ده .

ما ګناهګار هم لګ خبر که په تیارو کښی یم 
مــــخ دی کتــــــاب ده سپـــــــره د رواړی 
 پکار ده پښتانه باید چی نور حقیقت پسند شی او په حپل هغه مشرانو باور وکښی کم چی په حقیقت کښی د دوطن او اولس مقدمه په وړاندی وړی.
@ManzoorPashteen
 @QariAdezai",army
78,"پی ٹی ایم رہنما منظور پشتین عظیم شخصیت اور پشتون وکیل لطیف لالہ کے  تعزیتی ریفرنس میں  لالہ کی زندگی اور ان کے مقاصد اور ان کے مشن کو جاری رکھنے پر بات کر رہے ہیں 
 پشتونوں کی اتفاق پر زور دیتے ہوئے منظورپشتین نے اپنی تقریر کا اختتام کیا 
 #ptmkhyber",army
79,"#مینہ او #مذھب می دوړه یو ځائي لہ راوستی دی۔
#ستا دہ 
#زلفوں تار می پہ تسبوح کی اچولي دے۔
@ManzoorPashteen
 
@Kamrankhan1432",army
80,"جنوبی وزیرستان میں  ڈرون حملہ؟
 ٹارگٹ کون تھا ؟
مقامی افراد کےمطابق زانگاڑہ میں شفقت اللہ نامی شخص کی دکان کےقریب ڈرون حملہ ہوا ہے۔حملے میں 2 بچے شاہد اور الہام بھی شہید ہوئے۔ڈیڈ باڈیز کو سراروغہ اسپتال منتقل کردیاہے۔ضلعی انتظامیہ،پولیس اور فورسز واقعہ سےمتعلق موقف دینے سےگریزاں۔",army
81,"#بنو_اولسی_پاڅون
سبا سهار لس بجې
ځائ=>بنو پریس کلب",army
82,"اے پی ایس شہداء کی یاد میں اور انکے انصاف کے لئے کل 16 دسمبر کو ہر ضلعے میں پی ٹی ایم کے پروگرام ہونگے۔
 8 سال مکمل ہوگئے مگر تاحال اے پی ایس شہداء کو انصاف نہ مل سکی۔
#PTM_WillNotForgetAPSMartyrs",army
83,"د خپل قام د اجتماعي ګټو په خاطر دغه ځوانان پر دې عمر د رياستي عقبت خانو بنديوان دي 
د قامي مقدمې لاره که څه سخته ده خو په تاريخ کښې به په زرينو تورو د هغو انسانانو نومونه ليکل کېږي کم چي د زات نه بلکه د اجتماعي ګټو له پاره سختي وړي
زه وياړم دقام په داسي زلميانو 
@ManzoorPashteen",army
84,"گزشتہ چار دن سے بھوک ہڑتال پر بیٹھے پیر مختار کی حالت دیکھ کر مشر منظور احمد پشین نے کہا ""دیکھیں دو باتیں ہیں یا تو ریاست ماں نہیں ہوتی یا یہ ریاست ہماری ریاست نہیں"" مشر کی بات مختصر تھی لیکن ساتھ ساتھ بہت گہری بھی!
@PirMukhtar1
 @ManzoorPashteen
 @FakhreAlamBooni
 

#Chitral",army
85,"نن مازدیګر شپږ بجې 06:00pm ته به زمونږ د بونیر اولس د امن لپاره په نګری بازار بونیر کې اولسی پاڅون، احتجاج کوي.

د ټولو اولسونو نه د ګډون په هیله.

#بونیر_اولسی_پاڅون",army
86,"چې څوک وايي پښتانه ترهګر دي، هغو ته د ولسیار 
@ManzoorPashteen
 ځواب
#صوابی_ولسي_پاڅون",army
87,"آج ایک اور بلوچ وسیم بلوچ کو جعلی مقابلے میں ریاستی اداروں نے قتل کر دیا۔
موجودہ حکومت جب اپوزیشن میں تھی تو محکوم قوموں کے مسائیل یاد تھے مگر اقتدار میں آنے کے بعد ایسے بھول گئے کہ لاشوں پہ لاشیں بھی انکو نہ جگا سکے۔
محکوم قومیں کِس سے امید رکھے؟؟؟ 
#StopBalochGenocide",army
88,"په افغانستان کى د انجونو د پوهنتونو خلاف پى ټى ايم يوروپ  او افغان ټولنو په ګډه نن په فرانس ،هالينډ او جرمنى کى پراخه لارينونه وکړل ـ ډير زر به د احتجاجونو دا لړې نوره هم زياته شى ـ 
#LetAfganGirlsLearn",army
89,"چې ته ترې مخکې وې که دا مخکې وه
خو را ښکاره شوې له رڼا سره سم

د قامي سمون، سیاست او سیالۍ سمبول سره خولۍ",army
90,"د اولسي پاڅون لپاره کمپاین پر مهال د پی ټی ايم سويلی وزيرستان کواډنيټر #شهزاد_وزير  وينا
راشې يو موټی  شیې 
په 13 نيټه دا وزيرستان ټول هوښیار خلق ته بلنه ده
#وزيرستا_اولسي_پاسون
#موژ_په_خپله_خوره_امن_غوړو",army
91,"امن ولې نشته؟ تر شاه يې وجوهات څه دي؟ منظور جان پخواه واضحه کړے، ضرور يې واورۍ ..
@ManzoorPashteen
 @babaksardar
#Pukhtunkhwa | #Afghanistan | #Wazirstan | #Swat",army
92,"جنوبی وزیرستان چگملائ مارکیٹ میں دھماکے میں گوڈ طالبان کے فرید اور مصطفی جانبحق۔
دھماکے میں علاقے کے عام شہری زرسلام، رحمت اللہ، اسحاق زخمی جبکہ رحمن اللہ زخموں کی تاب نہ لاکر چل بسے۔
ریاستی اداروں کے پالیسیوں کی وجہ سے 2002 سے لیکر آج تک یہی بدامنی جاری ہے۔
پشتون امن چاہتے ہیں۔",army
93,"وانہ میں ریاستی طالبانوں کا 15 نومبر سے انتظام اپنے ہاتھوں میں لینے کا اعلان۔
ریاست ہوش کے ناخُن لے، ہم اپنے پشتون علاقوں میں مسلح گروہوں کو قبول نہیں کرتے ہیں۔
پشتون علاقوں میں ریاست مختلف طریقوں سے بائی فورس حالات خراب کر رہے ہیں۔
#ریاستی_دھشتگردی 
#StopStateTerrorism twitter.com/ZahidWazir96/s…",army
94,Let them 'allow' your govt to release Ali Wazir from Jail as a proof of their desire of transition from controversial to constitutional role!,army
95,منظور پشتین په لکي مروت کې.,army
96,"آج قائد تحریک گران منظورخان پشتون 28برس کے ہوگئے۔
گران منظورخان پشتون اتنے خوش قسمت لیڈر ہے۔کہ اپنی سالگرہ کے موقع پر تمام پشتون قوم کو علی وزیر اور PTM کے دیگر ساتھیوں کے بری ہونے کا تحفہ دیا۔
مشره زرکلن سيه",army
97,"مکھئی کے فصل کیوجہ سے عسکریت پسند فائدہ اٹھاتے ہیں، فصل کٹنے کے بعد اس ناسور کا خاتمہ ہوجائے گا۔ 

ڈی سی باجوڑ کا جرگہ سے خطاب",army
98,"ستا بازارونه ړنګ ښول
ستا عزتونه لوټ ښول
ستا زوانان ورک ښول
ستا ده سپين ګيرې پګړې مونګ ډیر په وينو کې پټې ول په ول وليدے
بيا لاهم داسې پښتانه دې چې په کورونو ناست دې.
@ManzoorPashteen",army
99,"We think it's all over, but then there's always a robin that starts to sing.
 
 — Paul Claudel
@ManzoorPashteen",army
100,"د دوه کالونو نه زیات استعماری قید پس نن علی وزیر د زندان څخه آذاد شو. دروند هرکلائ ورته وایو.
د ریاستی ظلم جبر پر خلاف د غږ پورته کولو په جرم ئې قید تیر کړو.
ظالم نظام زمونږ ټولنه په یو غټ جیل بدله کړې ده او انشاءالله د غټ جیل نه لیدونکی زنځیرونه به هم مونږ په خپل مزاحمت ماتوو.",army
101,"“Youth who joined 
@PashtunTM_Offi
 realised that they would be killed if they spoke up or they stayed silent. They chose to speak up. There is no system, only ghunda gardi. There’s no law. You speak & a Vigo comes for you” 
@ManzoorPashteen
 
#ClosedBordersOpenWebsites",army
102,"په ښځو تعلیم نه کول د پښتنو رواج ندی بلکې د ډیوډجونز څخه رانیولې تر د کرنل امام د ملګرو منصوبه ده چې پښتانه افغانان پاتې وساتی ځکه هغو تل د ښځو تعلیم رد کړې دې.
په UN کې د پاکستانی استازی د افغان انجونو بند تعلیم ته بې بنیاده جوازونو واضحه کړه چې د انجونو تعلیم بندیز پر شا څوک دی",army
