,Tweets,label
20,The Church in #Canada has been hurt by the evil perpetrated by some of its sons and daughters. I would like once more to ask forgiveness of all the victims of abuse. The pain and the shame we feel must become an occasion for conversion: never again! #ApostolicJourney,religious
21,I ask all who orchestrate war in the #DemocraticRepublicOfTheCongo to listen to the voice of God who calls you to conversion. Put an end to war. Stop getting rich at the cost of the poor. Stop getting rich from resources and money stained with blood!,religious
22,"We need to be careful of the mentality that separates priests from laity, considering the first as protagonists and the second as executors, and carry out the Christian mission as one People of God. The entire Church is an evangelizing community. #Prayer #Vocations",religious
23,"I pray that the Church, and each of us, may be granted the grace to discover the Lord Jesus in our brothers or sisters who are hungry, thirsty, strangers, lacking clothing and dignity, sick and imprisoned. #Charity #SaintVincentDePaul",religious
24,"Dear brothers and sisters of #Canada, I come among you to meet the indigenous peoples. I hope, with God's grace, that my penitential pilgrimage might contribute to the journey of reconciliation already undertaken. Please accompany me with #prayer.",religious
25,"Working safely allows everyone to express the best of themselves while earning their daily bread. The more we take care of the dignity of work, the more certain we are that the quality and beauty of the work carried out will increase.",religious
26,"Old people lose some sight, but their inner gaze becomes more penetrating. They become capable of seeing things that previously escaped them. The Lord does not give his talents only to the young and the strong. He has talents for everyone, made to fit each person. #BlessingOfTime",religious
27,"I suffer and weep thinking of the sufferings of the Ukrainian people, and, in particular, the weakest, the elderly and the children.",religious
28,"I feel shame for the role that a number of Catholics with educational responsibilities have had in the abuse and lack of respect for the identity, culture and spiritual values of the Indigenous Peoples in Canada. All these things are contrary to the Gospel of Jesus Christ.",religious
29,"Listening is the first indispensable ingredient of dialogue and good #communication. Communication does not take place if listening has not taken place, and there is no good journalism without the ability to listen. #WCD https://vatican.va/content/francesco/en/messages/communications/documents/20220124-messaggio-comunicazioni-sociali.html…",religious
30,"Today is the #WorldDayOfTheSick. Like the Good Samaritan, let us stop and care for people who are ill and suffering. May #OurLadyOfLourdes bless all the sick and those who care for them with love. 
@VaticanIHD",religious
31,"The word of God frees us from self-centeredness, and is able to purify, enlighten and recreate us. So let us listen to that Word, to open us to the vocation that God entrusts to us! #Prayer #Vocations",religious
32,"The blocking of grain exports from Ukraine endangers the lives of millions of people. I make a heartfelt appeal that every effort be made to guarantee the universal human right to food. Please do not use wheat, a staple food, as a weapon of war!",religious
33,"Rich in wisdom and humour, #elderly people do so much good for the young! They save young people from the temptation of a knowledge of the world that is sad and devoid of the wisdom of life. #BlessingOfTime 
@LaityFamilyLife
 @PontAcadLife",religious
34,"We Christians are called to break the cycle of violence, to dismantle the machinations of hatred to be a conscience of peace in our world: witnesses of love,  fraternity and forgiveness, missionaries of the love God has for each human being. https://vatican.va/content/francesco/en/homilies/2023/documents/20230201-omelia-repdem-congo.html…",religious
35,"Every day God passes by and sows a seed in the soil of our lives. Making that seed grow depends on us, on our #prayer, on the open heart with which we approach the Scriptures so that it might become for us the Living Word of God.",religious
36,I am following with concern the violent events in Baghdad in recent days. Let us #PrayTogether for the people of Iraq. Dialogue and fraternity are the best way to face the current difficulties and reach peaceful living together.,religious
37,"I invite you to pray, before the creche, that the Nativity of the Lord will bring a ray of peace to children all over the world, especially those forced to live the terrible and dark days of war.",religious
38,"Today is the World #Autism Awareness Day. Let us walk together with people with autism, not only for them, but above all with them!",religious
39,"Глибоко засмучений величезними стражданнями українського населення внаслідок зазнаної агресії, скеровую такий же сповнений довіри заклик до Президента #України бути відкритим на серйозні мирні пропозиції. 
@ZelenskyyUa",religious
40,Let us always look at young people with a smile. They carry on what we have sown. An elderly person cannot be happy without looking at young people and young people cannot move ahead in life without looking at the elderly.,religious
41,Let us #PrayTogether for Christian families around the world; may each and every family embody and experience unconditional love and advance in holiness in their daily lives. #PrayerIntention,religious
42,"Let us continue to stay close, with prayer and concrete support, to the earthquake victims in #Syria and #Turkey. And let us not forget tormented Ukraine: may the Lord open ways of peace and give those responsible the courage to follow them. Let’s #PrayTogether",religious
43,"You young people are the leaven in the dough of the world, destined to rise, to break down many social and cultural barriers and to foster the blossoming of fraternity and innovation, becoming the basis of a friendly and solidary society. #ApostolicJourney",religious
44,"Let us ask Mary, the Virgin of Sweet Expectation, to teach us how to ""watch and pray"" so we do not get distracted in our following of her Son, and to discover His saving presence in the events of our daily lives. #Advent",religious
45,"Our models of consumption and production, and our lifestyles, must respect creation and the integral human development of all peoples. Let us renew the covenant between human beings and the environment, a mirror reflecting the creative love of God. #TimeofCreation",religious
46,"I am following with concern and sorrow the situation created in Nicaragua. I would like to express my conviction and my hope that, through an open and sincere dialogue, the basis for a respectful and peaceful co-existence might still be found. #PrayTogether",religious
47,"To serve the Gospel and our brothers and sisters, to offer our own lives without expecting anything in return, without seeking any worldly glory: this is what we are called to.",religious
48,"Dear brothers and sisters, may the Holy Spirit sustain us this #Lent2023 in our ascent with Jesus. May we experience His divine splendour and thus, confirmed in faith, persevere in our journey with Him, the glory of His people and light of the nations.
https://vatican.va/content/francesco/en/messages/lent/documents/20230125-messaggio-quaresima.html…",religious
49,"Политических лидеров стран я настоятельно призываю сделать всё возможное, чтобы положить конец продолжающейся войне, не втягиваться в опасную эскалацию, продвигать и поддерживать диалог. #Украина #Россия #Мир",religious
50,"Я рішуче засуджую серйозну ситуацію, що останніми днями створилася через чергові дії, суперечні з принципами міжнародного права. Так посилюється загроза ядерної ескалації з неконтрольованими і катастрофічними наслідками на світовому рівні. #Україна #Росія",religious
51,"Let’s #PrayTogether also for the victims of the shipwreck this morning, off the Calabrian coast, including many children, and for the other surviving migrants. I thank those who have brought relief and are providing shelter.",religious
52,"Last Saturday, a new missile attack in #Ukraine caused many civilian victims, babies among them. I unite myself to the sorrow of their relatives. The testimonials of this tragic episode are a powerful appeal to every conscience. You cannot remain indifferent!",religious
53,"Новости с Украины  свидетельствуют о новых зверствах, таких как резня в Буче: всё более чудовищная жестокость, также в отношении беззащитных гражданских лиц, женщин и детей.
#Украина",religious
54,"Дозвольмо, щоби Христовий #мир переміг нас! Мир є можливим, мир є обов’язковим, мир є першочерговою відповідальністю всіх!",religious
55,"We elderly people often have a special sensitivity for care, reflection, and affection. We are, or we can become, teachers of tenderness. In this world accustomed to war, we need a true revolution of tenderness. #IDOP",religious
56,"Let us see the faces of our brothers and sisters in #Ukraine who are experiencing this #Christmas in the dark and cold, far from their own homes, because of the war. May the Lord enlighten the minds of those who have the power to put an immediate end to this senseless war!",religious
57,"Let us allow Jesus the Living Bread to heal us of our self-absorption. May he open our hearts to sharing, heal us from rigidity and turning in on ourselves, and inspire us to follow him wherever he wants to lead us.",religious
58,"Христос воскрес! Он воистину воскрес! Да наполнит Господь надеждой благие ожидания сердец, да принесёт Он мир, оскорблённый варварством войны.",religious
59,"The Lord does not cut us out of his love. He does not lose heart or tire of tenderly offering us his trust again. God believes in us! God trusts us and accompanies us patiently. He does not get discouraged, but always instils his hope in us.",religious
60,"May we never grow weary of bearing witness to the newness of Jesus, to the newness that is Jesus! Faith is not a lovely exhibit of artefacts from the past, but an ever-present event, an encounter with Christ that takes place in the here and now of our lives!",religious
61,"Grateful hearts overflowing with praise harbour no regrets, but welcome each day as a grace. #ApostolicJourney",religious
62,"If we want to evaluate our following of Christ, let us look at how we behave toward those who have hurt us. The Lord asks us to respond like He does with us.  He does not separate us into good and bad, friends and enemies. For Him, all of us are beloved children.",religious
63,"Опечаленный безмерными страданиями украинского народа в результате агрессии, я с такой же уверенностью обращаюсь к президенту Украины, призывая его быть открытым для серьёзных мирных предложений. 
@ZelenskyyUa",religious
64,"I beg you, let us not surrender to the logic of violence, to the perverse spiral of weapons. May the path of dialogue and peace be taken! #PrayTogether",religious
65,"Profoundly saddened by the immense suffering of the Ukrainian people as a result of the aggression they have suffered, I address an equally confident appeal to the President of #Ukraine to be open to serious proposals for peace. 
@ZelenskyyUa",religious
66,"Peace is not often achieved by famous people, but by the daily determination of ordinary men and women.",religious
67,"In Christ, true God and true man, our humanity has been brought to God. Christ opened the path for us. He attracts us to himself and leads us to God. If we entrust our lives to him we are certain to be in the hands of our Saviour. #AscensionOfTheLord",religious
68,"Я вновь призываю к пасхальному перемирию.  Наступление обязано прекратиться, чтобы облегчить страдания измученного населения; необходимо остановиться, повинуясь словам Воскресшего, Который в день Пасхи повторяет Своим ученикам: ‘Мир вам!’.",religious
69,"It has been a joy for me to spend these days in your country which, with its large forest, represents the “green heart” of Africa, a lung for the whole world.  #ApostolicJourney #DemocraticRepublicOfTheCongo",religious
70,"Equitable access to safe and effective vaccines is fundamental to saving lives and livelihoods. Africa must not be left behind. No one is safe until everyone is safe. 
@WTO
 #MC12",religious
71,"I would like to recall the #COP27 Summit on Climate Change, which is taking place in Egypt. I hope that steps forward will be made, with courage and determination, in the wake of the Paris Agreement.",religious
72,Невинная кровь этих жертв взывает к Небесам и умоляет: да прекратится эта война! Да умолкнет оружие! Хватит сеять смерть и разрушение! #МолимсяВместе,religious
73,"Those who believe themselves to be rich, successful and secure, base everything on themselves and close themselves off from God and their brothers and sisters, whereas those who know they are poor and not self-sufficient remain open to God and their neighbour. And they find joy.",religious
74,Tomorrow I will go to #Malta on an #ApostolicJourney in the footsteps of the Apostle Paul. It will be an opportunity to know at first hand a Christian community with a millennia-old history. I ask every one of you to accompany me in prayer. Thank you!,religious
75,"Let us #PrayTogether that the death penalty, which attacks the dignity of the human person, may be legally abolished in every country. #PrayerIntention",religious
76,"""Listen to the voice of creation” is the theme and invitation of this year’s Season of Creation from 1 September to 4 October. It is a special time for all Christians to pray and work together to care for our common home.
https://vatican.va/content/francesco/en/messages/pont-messages/2022/documents/20220716-messaggio-giornata-curacreato.html…",religious
77,"Let us beware of narcissism and exhibitionism, based on vainglory, that lead even us Christians always to have the word “I” on our lips: “I have done this, I said it, I understood it”… Where there is too much “I”, there is too little God. #Angelus",religious
78,"The activity of #prayer is not only to be carried out at times of rest, but also during our daily life as a type of breathing of our living relationship with God.",religious
79,I encourage all of you to invoke the Holy Spirit often during the day. His good and creative strength allows us to go out of ourselves and to be a sign of comfort and hope for others.,religious
80,"In Jesus, God makes us His children and nourishes us with His tenderness. He comes to touch our hearts and to tell us that love is the only force that changes the course of history. #Christmas",religious
81,"Those who believe they are upholding the faith by pointing their finger at others may have a certain “religiosity”, but they have not embraced the spirit of the Gospel, for they disregard mercy, which is the heart of God. #GospelOfTheDay (Jn 8:1-11)",religious
82,"From the cross of Christ we learn love, not hatred; compassion, not indifference; forgiveness, not vengeance. #ExaltationoftheCross #ApostolicJourney",religious
83,"The #WordoOfGod, which is addressed to everyone and calls us to conversion, makes us heralds. It draws us into the “net” of the Father’s love and makes us apostles, moved by an unquenchable desire to bring everyone we meet into the barque of the Kingdom.",religious
84,"Before the day's end, let us learn how to read what has happened during that day in the book of our hearts -- not in newspapers, but in my heart. #Discernment",religious
85,"Блокування експорту зерна з України ставить під загрозу життя мільйонів людей. Звертаюся із палким закликом гарантувати загальнолюдське право на харчування. Будь ласка, не використовуйте зерно, основний продовольчий продукт, як зброю на війні!",religious
86,"Where love becomes tangible, become closeness, becomes tenderness, becomes compassion, God is there.",religious
87,"The mercy of God, who has made us brothers and sisters, calls us to be builders of harmony and peace.",religious
88,"During this week let us welcome the certainty that God can forgive every sin, every distance; the certainty that with Jesus there is always a place for everyone; that with Jesus, it is never over, never too late. With God, we can always come back to life.",religious
89,"Jesus knows our strengths and our defects, and is always ready to care for us, to heal the wounds of our errors with the abundance of his grace.",religious
90,"Нехай же після семи місяців бойових дій в #Україні будуть введені в дію всі дипломатичні засоби, навіть ті, які, можливо, не застосовувалися досі, щоби покласти край цій величезній трагедії. Війна сама у собі є помилкою та жахіттям! #Росія #Мир",religious
91,"During difficult moments, let us not close in on ourselves, shutting Jesus out. Let us seek Jesus, return to him, to his forgiveness, to those wounds that have healed us. In this way, we too will become capable of compassion, of approaching the wounds of others.",religious
92,Prayer is that quiet source of strength which brings #peace and disarms hate-filled hearts.,religious
93,"After seven months of hostilities in #Ukraine, let us use all diplomatic means, even those that have not been used so far, to bring an end to this terrible tragedy. War is an error and a horror! #Russia #Peace",religious
94,"#МолімосяРазом кожного дня травня Розарій за мир. Думка відразу лине до українського міста Маріуполя, “Міста Марії”, варварськи бомбардованого та знищеного. Повторюю заклик надати безпечні гуманітарні коридори для людей, що заблоковані в цьому місті.",religious
95,"Listening to the voices of the brothers and sisters of the Indigenous Peoples of Canada, I heard the suffering, hardship, discrimination and various forms of abuse experienced, particularly in the residential schools.  I bear these stories with great sorrow in my heart.",religious
96,"We cannot grow accustomed to the bloodshed that has marked the #DemocraticRepublicOfTheCongo for decades, causing millions of deaths. The current #peace processes, which I greatly encourage, need to be sustained by concrete deeds, and commitments should be maintained.",religious
97,"Today is World Day of Migrants and Refugees. Let us renew our commitment to building a future that puts migrants, refugees, displaced persons and victims of human trafficking at the centre. The Kingdom of God is built together with them. #WDMR2022 
@M_RSection",religious
98,How often we send instant messages to the people we love! Let’s do this with the Lord too through short prayers of aspiration so that our hearts remain connected to Him. And let’s not forget to read His responses in the Gospel to receive a Word of life.,religious
99,"Whoever welcomes a person in need performs not only an act of #charity, but also of #faith, because he or she recognizes Jesus in the brother or sister.",religious
100,"The departure of the first ships loaded with grain from the ports of Ukraine is a sign of hope. I sincerely hope that, following in this direction, there might be an end to combat and that a just and lasting peace might be reached.",religious
101,"In the love we show in this world, in loving with tenderness, we will discover that every day and every thing bears within it a fragment of the mystery of God.",religious
102,"I reiterate my wish for #peace: peace in families, peace in parish and religious communities, peace in movements and associations, peace for those peoples tormented by war, peace for the dear and embattled Ukraine.",religious
103,"The time is right to evaluate ourselves, to learn, to grow and to allow ourselves to be transformed, both as individuals and as communities. This is a privileged moment to prepare ourselves for “the day of the Lord”. #Peace
https://vatican.va/content/francesco/en/messages/peace/documents/20221208-messaggio-56giornatamondiale-pace2023.html…",religious
104,Let us ask for the grace to feeling that we are in need of mercy: this is the only way that the salvation of God operates in us. #DivineMercy,religious
105,"Let us continue to pray for the tormented Ukrainian people. And let us stay close also to the earthquake victims of Turkey and Syria. Let us also pray for the population of the state of Mississippi, struck by a devastating tornado. Let’s #PrayTogether",religious
106,"Mary, Queen of Peace, comfort the Ukrainian people and obtain from the heads of Nations the strength of will to find immediate, effective initiatives to bring the war to an end. #Peace #PrayTogether",religious
107,"Taking on another person's history, taking the time to get to know them without labeling them, putting them on our shoulders when they are tired or wounded like the good Samaritan: this is known as fraternity.",religious
108,"Let us #PrayTogether that the acts of violence in Peru might cease. I encourage all the parties involved to undertake the path of dialogue as brothers of the same nation, in full respect for human rights and the rule of law.",religious
109,"Let us #PrayTogether that educators be credible witnesses, teaching fraternity rather than competition, and helping especially the youngest and most vulnerable. #PrayerIntention #ClickToPray",religious
110,We need #peace! #PrayTogether #Ukraine,religious
111,"Yesterday in #Ecuador, an earthquake caused deaths, injuries and considerable damage. I am near to the Ecuadorian people and I assure you of my prayer for the deceased and for all who are suffering.",religious
112,"Let us pray for and in union with our forebears. Let us dedicate time to remember and keep their legacy. In the fog of forgetfulness overshadowing our times, it is essential to cultivate our roots. This is how the future is built. #GrandparentsAndElderly",religious
113,"The Spirit makes us see everything in a new way, with the eyes of Jesus. On the great journey of life, the Spirit teaches us where to begin, which paths to take, and how to walk. #Pentecost",religious
114,"On the first anniversary of the launch of the #LaudatoSi' Platform for Action, which promotes ecological conversion, I encourage this mission, crucial for the future of humanity, so that it may foster in everyone a genuine commitment to the care of creation.",religious
115,"We are sure that with the weapons of prayer, fasting, and almsgiving, and with the gift of grace, the hearts of people and the fortunes of the entire world can be changed. #HolyRosary #Peace",religious
116,"Today too, Jesus wants to bring this fire to the earth.  He wants to light it anew on the shores of our daily lives.  Jesus calls us by name; he looks us in the eye and he asks: Can I count on you?",religious
117,May we be won over by the #peace of Christ! Peace is possible; peace is a duty; peace is everyone’s primary responsibility!,religious
118,"Блокада экспорта зерна из Украины угрожает жизни миллионов людей. Я настойчиво призываю гарантировать всеобщее право человека на питание. Пожалуйста, не используйте пшеницу, основной продукт питания, в качестве орудия войны!",religious
119,"The #peace of the Lord follows the way of meekness and the cross: it is taking responsibility for others. Indeed, Christ took on himself our evil, sin and death. In this way he freed us. His peace is not the fruit of some compromise, but rather is born of self-giving.",religious
120,"Let us pray for the victims of the terrorist attack in #Mogadishu, which killed more than a hundred people, including many children. May God convert the hearts of the violent!",religious
121,"I have registered for World Youth Day, which will take place in Lisbon in August 2023
Dear young people, I invite you to register for #lisboa2023 to rediscover the joy of the fraternal embrace between peoples. 
@jmj_pt
 @laityfamilylife
 https://register.wyd-reg.org/Welcome/",religious
122,"On the feast of Saint Ignatius of Loyola, I extend a heartfelt greeting to my fellow-Jesuits. Continue to walk zealously and joyfully in serving the Lord. Be courageous!",religious
123,"Let us not neglect the grace of this holy season, responding generously to the powerful promptings of #Lent. At the end of the journey, we will encounter with greater joy the Lord of life, who alone can raise us up from our ashes.",religious
124,"Nothing is impossible for God (Lk 1:37). He can even bring an end to a war whose end is not in sight, a war that daily places before our eyes heinous massacres and atrocious cruelty committed against defenseless civilians. #PrayTogether #Peace",religious
125,"If shared with love, a small amount never ends, but becomes a source of life and happiness. Such is the case with our alms, whether small or large, when offered with joy and simplicity. #InternationalDayofCharity",religious
126,Feast of the #NativityOfMary,religious
127,We cannot witness to the God of love unless we Christians are united among ourselves as He desires. And we cannot be united without being open to witness in the name of the Spirit who wants to reach everyone. #ApostolicJourney #UnityOfChristians,religious
128,"Before the danger of self-destruction, may humanity understand that the moment has come to abolish war, to erase it from human history before it erases human history. May every political leader reflect and dedicate themselves to this!",religious
129,"Логика войны была снова навязана, потому что мы отвыкли мыслить согласно логике мира. Мы упрямы, мы влюблены в войны, в дух Каина. #Мир #Украина",religious
130,#PrayTogether #GoodFriday #Peace,religious
131,"The #family is the place of encounter, of sharing, of going forth from ourselves in order to welcome others and stand beside them. The family is the first place where we learn to love. #WMOF22 
https://vatican.va/content/francesco/en/events/event.dir.html/content/vaticanevents/en/2022/6/25/messa-famiglie.html…",religious
132,Let us always remain close to our brothers and sisters in martyred Ukraine. Close in prayer and with concrete solidarity. Peace is possible! Let us not resign ourselves to war.,religious
133,"It is important to know the passwords of our heart, what we are most sensitive to, to protect ourselves from those who present themselves with persuasive words to manipulate us, but also to recognize what is truly important for us. #Discernment #GeneralAudience",religious
134,"The joint signing of the #RomeCall for #AIEthics by Catholics, Jews and Muslims is a hopeful sign. Religions are accompanying humanity in the development of a technology centered on the human person, thanks to the shared ethical reflection on the use of algorithms. #Algor-ethics",religious
135,"Сегодня мы возносим наши сердца к Тебе, о Царица мира: ходатайствуй за нас перед Сыном Твоим, примири сердца, исполненные насилием и местью, да воцарится на всей земле Твой прочный мир. Аминь. #СвятойРозарий #Мир",religious
136,"The Kingdom of #Bahrain Declaration teaches that ""whenever hatred, violence and discord are preached, God's name is desecrated"". The one who is religious strongly rejects the blasphemy of war and the use of violence. #ApostolicJourney",religious
137,#МолимсяВместе обо всех жертвах насилия и войны.,religious
138,"#Peace is primarily an attitude of the heart. It is born of justice, grows in fraternity, flourishes on gratuitousness. It inspires us to serve the truth.",religious
139,"In the #GospelOfTheDay (Lk 14:25-33), the Lord's discourse isnot that appealing and is quite demanding: whoever does not love him more than his or her own dear ones, whoever does not carry the cross, whoever is not detached from earthly goods, cannot be his disciple.",religious
140,"Love goes beyond usefulness, convenience or duty; love generates wonder, it inspires creative, freely-given zeal.",religious
141,"The Church remains grateful for every expression of fraternal charity and care shown to all who have been enslaved and exploited, for in this way, God’s loving mercy becomes visible and the fabric of society is strengthened and renewed.",religious
142,"Acceptance is the interior disposition essential for evangelization: to sow the good news in the soil of the lives of others, learning to recognize and appreciate the seeds that God already planted in their hearts before we came on the scene. #MissionaryOctober",religious
143,"Before the madness of war, please, let us continue to pray the Rosary for peace each day. And let us pray for the leaders of nations, so they might not lose the “pulse of the people” who want peace and who know well that weapons never achieve it, never.",religious
144,"Jesus instead says: Father, forgive them (Lk 23:34). Jesus did not rebuke his executioners or threaten punishments in God's name. Rather, he prays for the evildoers. Hanging from the gibbet of humiliation, the intensity of his giving increases until it becomes forgiving.",religious
145,"The religious person, the person of peace, is opposed to the race to rearmament, to the business of war, to the market of death. They do not support “alliances against some”, but paths of encounter with all, pursuing the path of fraternity, dialogue, peace. #ApostolicJourney",religious
146,The memory of the extermination of millions of Jewish people and people of other faiths must neither be forgotten nor denied. There can be no fraternity without first dispelling the roots of hatred and violence that fueled the horror of the Holocaust. #HolocaustRemembranceDay,religious
147,"Bishop Scalabrini, #FatherOfMigrants, looked forward, looked torward a world and a Church without barriers, without strangers, convinced that in sharing the journey of emigrants, it is not only problems that need to be seen, but also a providential plan.",religious
148,"In the name of God, in whom so many people of #SouthSudan believe, it is time to say enough. No more bloodshed, no more conflicts, no more violence and mutual recriminations. No more destruction; it is time to build! Leave the time of war behind, and let a time of #Peace dawn!",religious
149,"The Lord is risen! Let us lift up our gaze, remove the veil of sadness and sorrow from our eyes, and open our hearts to the hope that God brings! https://vatican.va/content/francesco/en/homilies/2022/documents/20220416-omelia-veglia-pasquale.html…",religious
150,"In the #GospelOfToday (Mt 5:38-48), the Lord invites us not to respond to evil with evil, but to dare to do good, even if we receive little or nothing in return. For it is this love that slowly transforms conflicts, overcomes enmities and heals the wounds of hatred.",religious
151,"The Baby Jesus, with his Mother Mary, and St Joseph, radiate the light of mercy and salvation for the human family and for individual families. This light encourages us to offer human warmth to those family living through difficult situations. #HolyFamily",religious
152,"As Christians, we are individually called to a #vocation, but also called together. Each of us shines like a star in the heart of God, but we are called to form constellations that can guide the path of humanity.",religious
153,"Almsgiving, charity, will be a sign of our compassion toward those in need, and help us to return to others. Prayer will give voice to our profound desire to encounter the Father, and will bring us back to him.",religious
154,"At this time, let us invoke the intercession of Mary Most Holy for Pope emeritus Benedict XVI. Let us all join together, with one heart and one soul, in thanking God for the gift of this faithful servant of the Gospel and of the Church.",religious
155,"In the school of the Virgin Mary, let us treasure in our hearts the joyful, luminous, sorrowful and glorious mysteries of the Lord Jesus so as to become faithful disciples like her.",religious
156,"""Honour your father and mother"" is a solemn commitment. It is not just about our own father and mother, but about the old age of life… We received the love of our parents, of our grandparents, and now we return this love to them. #BlessingOfTime",religious
157,"May Our Lady take us by the hand in these days of preparation for #Christmas. And in the littleness of her Child, may she help us recognize the greatness of the God who comes. #Advent",religious
158,"Знову нав’язалася логіка війни, бо ми вже більше не звикли мислити згідно з логікою миру. Ми вперті, ми закохані у війни, в дух Каїна. #Мир #Україна",religious
159,"The Holy Spirit gives us the ability to recognize God’s fatherhood. We have a tender, affectionate Father who loves us, who has always loved us. When we experience this, our hearts melt, and doubts and fears dissolve. Nothing can resist this love.",religious
160,"Tomorrow, I will leave for a three-day journey in #Kazakhstan, where I will take part in the Congress of Leaders of World and Traditional Religions. I ask you all to accompany me with prayer on this pilgrimage of dialogue and peace. #ApostolicJourney",religious
161,Christian joy is contagious because the Gospel makes us go beyond ourselves to share the beauty of God’s love. We cannot keep Christian joy to ourselves. It multiplies once we start spreading it.,religious
162,"#MotherTeresa loved to say, “Perhaps I don’t speak their language, but I can smile”. Let us carry her smile in our hearts and give it to those whom we meet along our journey, especially those who suffer. In this way, we will open up opportunities of joy and hope.",religious
163,"Openness, joy and sharing are signs of the nascent Church, and of the Church of tomorrow. #ApostolicJourney",religious
164,"My thought turns to Myanmar, where the Church of Our Lady of the Assumption in the Village of Can Thar was burned and destroyed. Let us #PrayTogether that this conflict will soon come to an end, opening a new period of forgiveness, love and peace.",religious
165,"Я прошу всіх посилити молитву за мир і мати сміливість говорити та демонструвати, що мир є можливим. Політичні лідери, будь ласка, прислухайтесь до голосу людей, які прагнуть миру, а не ескалації конфлікту.",religious
166,"May there be #peace also for Libya and for Yemen, for Myanmar and for Afghanistan, for the entire African continent – particularly in the Sahel region –,  for Ethiopia and the Democratic Republic of Congo. Let’s pray for the people in the eastern part of South Africa too.",religious
167,"Today at 6 pm, in the Basilica of Saint Mary Major, we will pray the Rosary for peace. #LetsPrayTogether to obtain from God, by the intercession of the Queen of Peace, the gift the world awaits. #HolyRosary #Peace https://youtube.com/watch?v=-EEoigsFfFM…",religious
168,"During this #Advent Season, let us ask the Lord to help us keep the lamp of faith alit in our lives, to be prepared to receive him, and that he fill us with peace and joy.",religious
